@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3'

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
7.050012,100520,1.200003,111,8.5,11.1,9.09,4.94,101310.033708,6.7,-266.75,-269.95,Media
6.85,99940,4.1,100,12.6,15.4,5.88,5.2,100716.26556,6.9,-266.75,-268.55,MuyAlta
7.35,99530,5.200002,103,16.4,21.2,7.69,6.78,100716.26556,7,-266.55,-269.05,MuyAlta
7.749963,99100,7.6,104,16.1,20.6,10.81,7.74,100716.26556,6.9,-266.65,-267.75,MuyAlta
7.449976,99000,12.000002,138,9.6,13.4,10.81,7.63,100873.990895,7.1,-266.65,-266.95,Moderada
7.749994,99160,13.9,150,10.2,12.9,9.09,6.6,100873.990895,7.5,-266.55,-267.65,Moderada
7.35,99260,15.300001,160,9.6,11.5,10.81,7.05,100873.990895,7,-266.65,-268.35,Moderada
5.849969,99820,13.400002,177,10.7,13.7,9.09,7.09,100873.990895,6.8,-266.65,-268.65,Moderada
6.450006,100440,10.1,194,8.8,10.8,11.43,7.17,100873.990895,6.7,-266.55,-269.45,Moderada
6.249963,100740,9.000002,181,8.3,10.3,11.43,7.44,100873.990895,6.9,-266.55,-269.65,Moderada
6.249994,100810,7.100001,178,7,8.4,11.43,8,100873.990895,6.6,-266.45,-269.05,Moderada
5.35,100820,7.6,192,6.8,9.7,10,6.81,100873.990895,5.9,-266.45,-270.85,Moderada
5.749994,100770,7.3,182,6.8,8,10.81,7.09,100873.990895,6.1,-266.45,-270.95,Moderada
6.35,100360,8.8,146,8.8,10.2,9.09,6.53,100873.990895,6.7,-266.45,-269.55,Moderada
7.050012,99660,10.8,134,13.9,17.6,11.43,6.27,100716.26556,6.8,-266.45,-269.35,MuyAlta
8.050012,99230,8.5,126,14.9,18.1,9.09,6.85,100873.990895,6.3,-266.55,-268.75,Moderada
8.050012,99020,6.7,123,8.6,10.6,10,7.54,100873.990895,6.6,-266.75,-267.05,Moderada
7.649988,99150,11.600001,187,7.3,9,10,6.9,100873.990895,6.8,-266.65,-267.75,Moderada
6.85,99310,13.200002,181,9.3,11.3,13.79,7.71,100873.990895,6.7,-266.65,-268.75,Moderada
5.550012,99730,11.6,183,8.5,10.7,11.43,7.41,100873.990895,6.5,-266.65,-269.55,Moderada
5.950006,100120,8.3,193,8.5,11.2,11.43,7.5,100873.990895,6.3,-266.75,-269.65,Moderada
6.749994,100330,6.6,184,8.1,10.3,12.12,7.5,100873.990895,6.7,-266.65,-269.95,Moderada
7.149988,100230,6.000001,154,6.4,7.7,11.43,7.52,100873.990895,6.4,-266.65,-269.35,Moderada
6.749994,100130,6.000001,157,3.6,4.5,10.81,7.68,100873.990895,6.1,-266.65,-269.65,Moderada
6.35,100010,6.9,103,2.8,3.7,12.12,7.84,100873.990895,5.2,-266.75,-271.35,Moderada
6.249994,99950,7.5,163,4.2,5.2,12.9,7.84,100873.990895,6.5,-266.35,-270.95,Moderada
6.450006,99810,5,136,5.3,6.2,12.12,7.72,100873.990895,6.5,-266.45,-269.75,Moderada
6.050012,99920,0.700002,174,1.7,2.4,11.43,7.52,100873.990895,5.3,-266.55,-270.05,Moderada
5.950006,100230,-1.399998,181,0.8,3.1,12.12,7.71,101310.033708,6.3,-266.45,-270.65,Media
5.249994,100830,-0.199997,278,8.3,10.3,10,7.62,101310.033708,5.7,-266.35,-269.95,Media
5.149988,101210,0.300002,273,6,7.1,11.43,5.99,100873.990895,5.6,-266.55,-270.35,Moderada
5.35,101160,8.200002,228,5.4,6.9,10,6.66,101310.033708,5.5,-266.55,-272.35,Media
6.549982,100990,10.600003,152,9.6,11.7,9.09,5.36,101310.033708,6.1,-266.55,-269.25,Media
6.449976,100480,11.200002,132,11.2,13.4,6.67,5.45,101310.033708,6.5,-266.55,-267.95,Media
6.349969,100300,11.6,200,8.4,10.1,8.33,5.54,100873.990895,5,-266.55,-271.15,Moderada
4.450006,100260,10.2,144,11.1,14.6,8.33,6.56,100873.990895,6.1,-266.35,-270.95,Moderada
4.849969,100390,7.100003,140,10.7,13.1,11.43,6.7,100873.990895,5.4,-266.45,-271.15,Moderada
5.249994,100580,2.800003,121,7.1,8.8,10,7.27,100873.990895,6.3,-266.25,-270.85,Moderada
5.749963,100820,-2.299999,68,6.2,7.8,12.9,7.61,101310.033708,6.4,-266.25,-270.65,Media
5.249994,101070,-6.799998,58,9.5,11.7,10,6.59,101310.033708,5.5,-266.35,-270.85,Media
5.450006,101210,-10.9,17,7.2,8.5,10.81,5.67,101310.033708,6.1,-266.35,-269.95,Media
6.949976,101380,-11.399999,21,7.2,9.8,10,5.76,101310.033708,5.8,-266.25,-270.25,Media
6.249994,101550,-10.799998,7,7.4,8.5,6.67,5.42,101310.033708,6.3,-266.25,-269.85,Media
6.450006,101610,-8.399999,335,6.2,7.4,9.09,5.84,101310.033708,5.9,-266.35,-270.55,Media
6.449976,101680,-6.599998,300,4.3,5.3,9.09,5.68,101779.551724,5.8,-266.35,-270.85,Baja
6.450006,101660,-0.299998,316,3.4,4.3,7.69,5.61,101779.551724,6.2,-265.95,-271.65,Baja
5.749994,101490,3.2,134,2.3,4.2,7.69,5.85,101779.551724,6.2,-266.15,-272.95,Baja
5.950006,101200,3.700001,145,3.1,4.5,7.69,5.81,101779.551724,5.6,-266.15,-271.75,Baja
5.950006,101120,2.300002,153,4.1,5,7.14,5.69,101779.551724,5.7,-266.25,-270.75,Baja
6.249994,101200,0.300002,178,6.9,8.2,7.14,4.48,101310.033708,6.1,-266.25,-271.75,Media
5.550012,101320,2.200001,183,7.7,9.2,10,6.18,101310.033708,6.1,-266.45,-269.45,Media
5.149988,101190,4.800002,253,4.3,5.5,9.09,6.45,101310.033708,5.7,-266.45,-268.65,Media
5.949976,100990,8.100001,206,7.3,8.7,8.33,5.39,101310.033708,5.8,-266.45,-272.65,Media
6.450006,100730,9.800001,197,7.6,9.1,5.26,4.79,101310.033708,6.6,-266.35,-267.95,Media
7.149988,100340,13.800003,172,10.5,12.9,5.88,5.2,100873.990895,6.4,-266.35,-267.95,Moderada
6.550012,99980,13.9,163,14.6,18.2,7.14,5.88,100873.990895,6.7,-266.45,-268.05,Moderada
5.85,100310,3.9,222,7.3,8.8,9.09,7.06,100873.990895,6.2,-266.45,-271.65,Moderada
5.749994,100280,4.400003,227,5.7,7.4,10,7.08,100873.990895,6.3,-266.25,-271.45,Moderada
5.85,100460,-1.6,218,3.9,5.1,10,7.27,100873.990895,5.9,-266.45,-272.05,Moderada
4.950006,100520,0.1,213,4.5,5.9,10.81,7.43,100873.990895,5.3,-266.45,-271.75,Moderada
4.950006,100780,-1.299999,240,7.8,10.6,8.33,7.09,101310.033708,5.3,-266.55,-272.75,Media
3.749963,100930,0.1,218,5.8,7,10,6.66,101310.033708,6,-266.35,-273.15,Media
3.749994,100600,2.100002,179,6.2,7.3,10.81,7.13,101310.033708,5.7,-266.45,-273.25,Media
4.149988,99780,9.400002,180,11.3,13.8,12.9,5.91,100873.990895,5,-266.45,-272.75,Moderada
5.35,99030,13.9,170,13.5,16.5,7.14,5.79,100873.990895,5.2,-266.55,-270.55,Moderada
5.749963,98980,5.800003,232,9.3,11.4,10.81,6.42,100873.990895,5.9,-266.55,-272.35,Moderada
5.550012,98930,6.100001,226,7.2,9.3,9.09,6.88,100873.990895,4.4,-266.55,-272.65,Moderada
4.249963,98970,5.100001,258,8.3,11.3,8.33,6.57,100873.990895,3.6,-266.65,-273.15,Moderada
4.749994,98970,4.700002,241,10.6,12.5,13.79,7.5,100716.26556,4,-266.65,-272.05,MuyAlta
4.249994,98980,4.9,241,11.6,14.2,12.12,7.79,100716.26556,4.6,-266.55,-273.85,MuyAlta
4.249994,99080,4.500003,239,7.7,9.8,12.9,7.82,100716.26556,4.3,-266.65,-272.55,MuyAlta
3.950006,99130,3.700001,243,13.2,15.8,12.9,8.78,100716.26556,4.1,-266.65,-271.35,MuyAlta
3.249994,99520,1.900003,260,13.8,16.4,12.9,7.86,100716.26556,4.1,-266.65,-271.65,MuyAlta
2.749963,100020,3.9,268,15.3,19,12.9,8.11,100716.26556,4.3,-266.65,-274.65,MuyAlta
2.85,100150,5.8,233,5.9,7.2,12.12,7.95,100873.990895,2.6,-266.65,-273.75,Moderada
3.049982,100240,5.600001,240,7.3,10.7,11.43,7.57,100873.990895,3.8,-266.75,-276.45,Moderada
2.550012,100440,4.3,236,6.8,8.5,10.81,7.13,101310.033708,2.9,-266.65,-275.15,Media
3.450006,100530,5.200002,207,5.4,7.1,9.09,6.37,101310.033708,4.1,-266.65,-274.75,Media
4.149988,100330,5.1,113,3.8,4.9,10,6.71,101310.033708,4.2,-266.65,-273.75,Media
4.149988,100320,2.9,108,10.1,11.8,8.33,5.25,101310.033708,3.5,-266.65,-272.95,Media
4.949976,100280,-0.099998,308,1.4,2.1,10,6.3,101310.033708,2,-266.65,-273.15,Media
4.649988,100590,-2.899998,16,4.9,5.9,10,5.98,101310.033708,5.2,-266.55,-274.05,Media
4.249994,100800,0.800002,236,2.1,3.4,10,6.61,101310.033708,4.8,-266.35,-273.85,Media
4.249963,100660,11.600003,189,8.6,10.1,10,6.53,100873.990895,4.8,-266.45,-274.05,Moderada
6.149988,99670,17.300001,141,17.1,21.1,5.26,5.14,100716.26556,5.3,-266.45,-270.05,MuyAlta
6.85,99580,10.6,206,9.6,11.8,9.09,7.49,100873.990895,6.7,-266.55,-270.05,Moderada
6.249994,99730,11.500003,187,10.1,12.6,10.81,7.24,100716.26556,6.5,-266.35,-269.25,MuyAlta
5.449976,99650,13.400002,190,11.9,15.1,11.43,7.37,100716.26556,5.9,-266.35,-269.95,MuyAlta
6.249994,99930,12.400002,209,11.2,13.7,13.79,8.06,100716.26556,6.5,-266.45,-269.85,MuyAlta
5.349969,100380,11.500002,214,11.4,14,14.81,8.99,100716.26556,6.7,-266.25,-269.65,MuyAlta
5.550012,100840,10.600003,218,10.9,13.6,10.81,8.22,100716.26556,6,-266.35,-270.35,MuyAlta
4.35,101300,9.7,230,10.8,14.5,10.81,7.97,100873.990895,5.5,-266.45,-271.15,Moderada
4.85,101490,7.5,201,8.9,10.4,12.9,7.21,100873.990895,5.8,-266.45,-271.35,Moderada
5.050012,101660,7.6,211,9.2,11.4,12.12,7.3,100873.990895,5.3,-266.35,-272.65,Moderada
4.749994,101750,6.1,219,6,8.8,10.81,6.81,100873.990895,5.1,-266.35,-271.95,Moderada
3.85,102000,4.600001,212,6.5,8,10,6.48,101310.033708,4.7,-266.45,-273.05,Media
5.050012,102140,10.500002,171,9.2,10.6,9.09,5.86,100873.990895,5.7,-266.35,-272.55,Moderada
6.249963,101820,16.799999,155,12.6,16.2,7.14,5.51,100716.26556,6.6,-266.45,-271.15,MuyAlta
7.050012,101240,18.799999,156,17.3,23.2,8.33,6.36,100716.26556,6.4,-266.45,-268.65,MuyAlta
6.849969,101110,17.900003,171,13,16.1,12.12,8.18,100716.26556,7.4,-266.55,-266.45,MuyAlta
7.550012,101190,13.400002,166,11,13.3,12.9,8.48,100716.26556,7.4,-266.55,-266.35,MuyAlta
8.249994,101060,13.700003,158,11.7,13.9,12.9,7.73,100716.26556,7.6,-266.35,-266.05,MuyAlta
7.35,100730,13.000003,158,8.9,10.4,12.12,7.97,100873.990895,7.2,-266.45,-266.35,Moderada
7.35,100970,10.300001,207,9.4,11.4,12.9,7.11,100716.26556,7.3,-266.45,-266.25,MuyAlta
6.749994,101390,6.700002,177,7.9,9.5,12.12,7.76,100873.990895,7.1,-266.35,-269.05,Moderada
6.450006,101330,5.900003,174,6.4,7.8,12.12,7.17,100873.990895,7.1,-266.25,-268.45,Moderada
5.849969,101100,2.400003,179,4.4,5.6,11.43,7.63,100873.990895,6.5,-266.35,-268.25,Moderada
5.449976,100950,2.4,214,4.2,5.9,12.9,8.39,100873.990895,6.1,-266.35,-271.15,Moderada
5.449976,101100,2.6,241,4.8,6.1,12.9,7.98,100873.990895,5.4,-266.35,-271.65,Moderada
4.749963,101410,-1.2,280,5.8,8.4,12.12,7.56,100873.990895,4.4,-266.15,-271.55,Moderada
4.649988,101730,-3.5,323,7.9,9.6,12.12,6.21,100873.990895,4.5,-266.35,-271.95,Moderada
4.550012,102090,-2.9,293,8.4,9.9,10.81,6.46,100873.990895,5.3,-266.35,-275.05,Moderada
4.050012,102350,1.300002,258,5.4,6.4,9.09,6.6,101310.033708,5.2,-266.25,-275.65,Media
3.050012,102290,6.500003,188,5.7,7.2,10.81,6.33,101310.033708,5.2,-266.15,-275.55,Media
4.450006,101720,9.2,148,11.5,13.7,9.09,5.23,100873.990895,5.6,-266.25,-273.55,Moderada
5.050012,100600,12.100001,136,15.6,18.6,6.67,5.39,100716.26556,5.7,-266.35,-272.45,MuyAlta
6.449976,99910,7.500001,110,17.9,22.6,9.09,7.16,100716.26556,5.2,-266.45,-269.75,MuyAlta
6.249994,99830,1.1,91,16.6,19.8,10,7.46,100716.26556,5.6,-266.45,-269.75,MuyAlta
6.050012,100270,-7.499999,67,12.9,16.5,9.09,7.39,100716.26556,6.5,-266.45,-269.55,MuyAlta
6.149988,100790,-9.099998,41,8.8,11.3,9.09,7.49,100873.990895,7,-266.35,-271.05,Moderada
6.35,101220,-8.2,12,7.3,9.1,10,7.09,100873.990895,6.9,-266.35,-271.05,Moderada
7.149988,101210,-6.399999,346,5.8,6.9,9.09,6.71,101310.033708,6.8,-266.15,-272.45,Media
6.249994,101200,-5.799998,355,4.2,5.2,10,6.15,101310.033708,6.2,-266.15,-272.15,Media
5.649988,101140,-2.299999,306,3.6,4.2,10,6.75,101310.033708,5.6,-266.25,-273.35,Media
6.050012,101170,-0.2,245,1.1,1.8,9.09,6.79,101779.551724,5.8,-266.15,-273.15,Baja
5.85,101160,1.700001,177,3.3,4.2,9.09,7.14,101779.551724,6.6,-265.55,-271.65,Baja
5.749994,101100,2.000001,155,6.1,6.9,8.33,6.21,101310.033708,6.8,-265.85,-271.75,Media
6.35,100880,4.000001,161,3.4,5.6,12.12,6.48,101310.033708,6.3,-266.05,-269.85,Media
6.749994,100360,3.100002,104,10.2,12.2,11.43,4.86,101310.033708,6.5,-266.05,-270.15,Media
6.949976,99390,3.700001,96,12.4,15.5,6.25,5.12,100716.26556,6.9,-266.05,-269.15,MuyAlta
7.749963,98480,4.9,99,17,21.9,10,7.26,100716.26556,6.5,-266.15,-268.55,MuyAlta
8.549982,98440,9.200002,128,14.5,17.4,10,7.22,100716.26556,6.5,-266.15,-268.15,MuyAlta
8.349969,98820,14.300003,156,13.2,16.6,11.43,7.07,100873.990895,6.4,-266.15,-269.35,Moderada
7.149988,99260,16.500004,166,11.7,14,10,6.66,100873.990895,6,-266.05,-270.15,Moderada
6.950006,99460,16.600002,145,10.8,13.2,10,6.78,100716.26556,5.7,-266.05,-270.45,MuyAlta
6.749963,99400,13.6,131,12.1,15.9,10,6.73,100716.26556,6.8,-266.15,-269.85,MuyAlta
7.049982,99350,9.7,136,9.6,11.5,10,7.2,100873.990895,6.8,-266.15,-268.25,Moderada
7.050012,99330,10.1,120,9.7,11.5,8.33,6.68,100873.990895,7.3,-266.05,-268.15,Moderada
7.450006,99180,6.1,107,10.3,12.6,9.09,6.71,100873.990895,7.1,-266.05,-267.85,Moderada
5.649988,99010,-1.4,81,6.6,8,10,6.11,101310.033708,6.8,-266.05,-269.05,Media
6.35,99390,-4,23,2.8,4.2,9.09,6.5,101310.033708,6.9,-266.15,-269.85,Media
5.949976,100020,-2.8,300,2.7,3.4,9.09,6.52,101310.033708,7.4,-265.45,-269.65,Media
6.249994,100490,-1.6,253,3.5,4.4,9.09,6.15,101310.033708,7.3,-265.55,-269.05,Media
5.749994,100590,4.800002,175,4.1,4.9,10,6.97,101310.033708,7,-265.85,-270.65,Media
5.749994,100300,6.500001,170,6.6,7.6,10.81,5.95,101310.033708,6.7,-265.95,-269.55,Media
6.35,100380,3.5,124,4,4.9,7.69,6.04,101310.033708,5.6,-265.85,-270.15,Media
6.550012,100570,3.100002,134,6.4,7.4,6.67,5.36,100873.990895,5.8,-265.95,-268.85,Moderada
5.85,100610,5.8,229,7.1,8.8,9.09,6.68,100873.990895,6.6,-265.95,-269.25,Moderada
5.950006,100530,5.5,240,8.2,9.9,10,6.52,100873.990895,5.7,-266.05,-269.65,Moderada
5.85,100740,3.300002,259,8.7,10.3,7.14,6.43,100873.990895,6.8,-265.95,-269.75,Moderada
6.050012,100890,-1.299999,285,5.2,6.4,11.43,7.02,100873.990895,6.6,-266.05,-268.95,Moderada
4.950006,101350,-3.599998,278,5.7,6.8,9.09,7.57,100873.990895,7.1,-266.05,-271.15,Moderada
5.749994,101740,-2.099998,333,5.6,6.6,10.81,7.25,101310.033708,7.2,-266.05,-270.25,Media
5.050012,102070,-0.7,307,4.9,6.2,10,7.07,101310.033708,7.4,-265.85,-268.95,Media
5.950006,102240,-0.599998,257,1.8,2.6,10.81,6.57,101310.033708,7.1,-265.85,-268.05,Media
5.450006,102190,1.900002,189,3.6,4.7,7.69,6.59,101779.551724,6.4,-265.85,-270.05,Baja
5.85,102030,3.3,118,5.3,6.3,9.09,6.38,101779.551724,6.8,-265.85,-269.35,Baja
6.450006,101770,4.700002,114,6.7,7.5,8.33,4.98,101310.033708,7,-265.75,-269.55,Media
6.749994,101480,3.300002,113,8.7,10.4,6.25,4.67,101310.033708,7.4,-265.85,-270.35,Media
6.049982,101320,-0.6,92,9.8,11.9,7.14,5.06,101310.033708,7.3,-265.85,-269.65,Media
7.149988,101310,-4.199998,79,9.5,11.5,7.69,5.22,100873.990895,7.3,-265.75,-268.85,Moderada
7.050012,101310,-6.8,59,8.4,11.1,11.43,6.4,101310.033708,7.6,-265.65,-268.75,Media
7.149988,101330,-9.499997,46,7.3,9,7.14,5.81,101310.033708,7.7,-265.65,-268.05,Media
7.85,101410,-9.399999,14,7.1,8.5,7.69,5.67,101310.033708,7.4,-265.65,-267.25,Media
7.749994,101620,-9.499998,358,8.5,9.8,7.14,5.07,101310.033708,7.6,-265.65,-267.15,Media
7.749994,101800,-7.599998,346,6.9,8.2,5.26,4.77,101779.551724,7.8,-265.65,-267.45,Baja
7.450006,101930,-5.899999,336,5.3,6.4,5.26,4.8,101779.551724,7.5,-265.65,-267.25,Baja
7.35,102070,-5.3,351,3.1,3.9,5,4.69,101779.551724,7.3,-265.65,-267.35,Baja
7.35,102280,-0.999998,65,0.7,1.1,16,5.31,101779.551724,7.6,-265.55,-267.15,Baja
8.249994,102420,2.600002,143,2,2.5,16,6.32,101779.551724,9,-263.85,-269.25,Baja
7.949976,102390,5.400002,135,4.7,5.5,16,5.8,101779.551724,8.4,-265.15,-268.25,Baja
7.950006,102130,7.400002,139,5.9,6.8,16,3.98,101779.551724,8,-265.45,-267.25,Baja
7.950006,101870,8.700002,134,8.9,11,4.76,4.15,100873.990895,7.9,-265.55,-266.95,Moderada
7.749994,101550,10.300001,131,12.8,15.1,5.88,5.17,101310.033708,7.7,-265.45,-266.45,Media
8.249994,101460,9.000002,173,7.3,8.5,6.67,5.64,101310.033708,7.8,-265.65,-265.85,Media
8.050012,101490,5.700002,235,8,9.2,7.14,5.34,101310.033708,6.8,-265.45,-266.65,Media
6.85,101700,4,187,6,7,11.43,5.61,101310.033708,6.7,-265.35,-267.85,Media
7.249994,101420,8.400002,129,7.3,8.6,6.67,5.29,101310.033708,7.3,-265.45,-268.45,Media
8.649988,100950,15.700002,140,12.5,15.2,5.26,5.02,100873.990895,8.1,-265.35,-266.35,Moderada
9.049982,100800,16.4,144,11.1,13.3,8.33,5.49,100873.990895,7.9,-265.45,-265.65,Moderada
8.649988,100750,9.500002,136,10.3,12.3,8.33,5.81,100873.990895,8.1,-265.45,-265.35,Moderada
8.550012,100390,6.1,127,8.6,10,9.09,6.01,101310.033708,8.1,-265.55,-265.75,Media
7.35,100280,9.100001,141,8.7,10.2,8.33,5.8,100873.990895,7.7,-265.45,-267.15,Moderada
7.049982,100640,13.5,196,15.3,20.6,7.14,5.56,100873.990895,6.8,-265.55,-267.55,Moderada
7.449976,101200,13.5,177,11.3,14.1,7.69,6.36,100873.990895,7.5,-265.65,-269.15,Moderada
6.749994,101520,12.000002,168,9.8,11.4,8.33,5.48,101310.033708,7.6,-265.65,-268.65,Media
6.249994,101740,11.300001,176,9.8,11.4,7.69,5.7,100873.990895,7.4,-265.55,-268.35,Moderada
5.950006,101820,9.200003,185,9.4,10.9,10,6.48,100873.990895,6.5,-265.65,-269.05,Moderada
6.450006,101890,9.200002,177,7.1,8.8,9.09,6.55,101310.033708,6.3,-265.65,-269.25,Media
6.749994,101860,8.300001,178,6.7,7.7,9.09,5.88,101310.033708,7.1,-265.55,-269.95,Media
7.449976,101400,9.900002,160,8.4,9.5,8.33,5.75,101310.033708,7.2,-265.55,-269.15,Media
7.550012,100790,11.000002,128,11.6,14.7,6.25,4.79,100873.990895,7.1,-265.55,-267.65,Moderada
7.749994,100490,10.3,146,7.7,8.8,7.14,5.75,101310.033708,7.7,-265.55,-266.05,Media
6.85,100570,10.3,201,6.9,8.6,7.69,5.58,100873.990895,7.1,-265.45,-268.25,Moderada
7.549982,100590,4.600001,139,5.4,6.5,8.33,6.18,100716.26556,6.8,-265.45,-268.55,MuyAlta
6.950006,100720,-0.1,79,3.4,5.3,12.9,8.93,100873.990895,7.2,-265.35,-268.75,Moderada
7.550012,100830,-4.099997,3,4.4,5.8,12.9,8.06,100873.990895,7.1,-265.35,-267.95,Moderada
7.550012,101050,-7.1,334,8.3,9.7,12.12,6.87,100873.990895,7.3,-265.35,-267.05,Moderada
7.149988,101100,-6.4,291,7,8.2,10.81,7.09,101310.033708,7.4,-265.45,-267.05,Media
8.35,101370,-6.899999,22,3.6,5.1,11.43,6.98,101310.033708,6.4,-265.45,-267.35,Media
8.149988,101540,-5.599997,10,2.1,2.7,10,6.48,101310.033708,8.2,-265.35,-267.75,Media
8.450006,101790,-4.7,301,0.7,1.7,10,6.83,101779.551724,8.8,-264.45,-267.25,Baja
8.249994,101800,0.2,166,2.1,2.6,9.09,6.57,101779.551724,8.6,-264.55,-266.75,Baja
8.050012,101750,3.5,139,3.4,4.2,14.81,6.76,101779.551724,8,-264.85,-266.85,Baja
7.35,101610,6.400002,181,6.5,8.4,8.33,5,101779.551724,8,-264.85,-269.05,Baja
8.649988,101470,7.700002,184,6.9,8.3,9.09,4.7,101779.551724,7.6,-264.85,-267.65,Baja
7.349969,101280,8.700003,166,7.3,9.4,6.25,4.71,101310.033708,8.1,-264.95,-269.35,Media
7.85,101220,7.9,166,7.3,9.7,6.67,5.01,101310.033708,8.1,-265.15,-269.15,Media
7.550012,101190,8,147,6.5,7.9,7.69,5.56,101310.033708,8.3,-265.15,-267.85,Media
8.249994,101450,5.800002,146,6.8,8,7.14,6.09,101310.033708,8.7,-264.95,-266.95,Media
8.149988,101730,1.2,158,4.5,5.5,12.12,6.99,101310.033708,8.2,-265.05,-265.45,Media
7.85,102060,-2.199997,287,4.5,5.4,12.9,7.57,101310.033708,7.7,-264.95,-265.75,Media
8.349969,102340,-2.4,314,5.4,6.6,12.12,7.01,101310.033708,7.9,-265.05,-266.55,Media
7.550012,102560,-1.8,311,5.8,7,12.12,7.07,101310.033708,8,-264.85,-266.85,Media
8.050012,102670,-3.9,312,7.4,8.8,10,6.6,101310.033708,8,-264.85,-266.95,Media
7.950006,102770,-1.799999,301,7.5,8.9,12.12,6.43,101310.033708,7.3,-264.95,-266.75,Media
7.649988,102770,-2.799997,322,7.2,8.5,10,5.95,101779.551724,6.5,-264.95,-267.75,Baja
8.550012,102720,-1.299999,324,6.1,7,11.43,5.7,101779.551724,6.6,-264.95,-268.25,Baja
7.649988,102610,-3.1,2,3.6,4.5,10.81,6.35,101779.551724,7.2,-264.95,-269.55,Baja
7.950006,102540,-1.799999,305,3.2,4.5,10.81,6.8,101779.551724,7.8,-264.95,-271.35,Baja
7.249994,102490,-0.599998,354,3,3.6,9.09,7.2,101779.551724,7.3,-264.95,-272.15,Baja
7.749994,102510,0.1,76,3,4.2,10,6.68,101779.551724,7.6,-264.35,-271.75,Baja
7.949976,102450,-0.499998,84,2.7,3.5,10,7.73,101779.551724,7.6,-264.35,-270.15,Baja
7.550012,102470,-0.499998,82,3.7,5,12.9,8.03,101779.551724,7.8,-264.45,-269.35,Baja
7.550012,102560,-0.399998,88,4.9,5.8,11.43,7.22,101779.551724,6.6,-264.55,-268.15,Baja
8.550012,102650,0.9,100,3.7,4.5,10.81,7.36,101779.551724,8.1,-264.35,-267.35,Baja
7.950006,102670,1.400002,98,2.6,3.2,10,7.78,101779.551724,8.5,-264.15,-267.05,Baja
8.649988,102620,3,120,3.3,3.8,10,7.38,101779.551724,8.5,-264.25,-268.95,Baja
8.550012,102600,2.200001,122,4.3,5,10.81,6.71,101779.551724,8.4,-264.25,-269.45,Baja
9.35,102530,2.600002,142,3.2,4,8.33,7.14,101779.551724,8.5,-264.05,-269.05,Baja
7.949976,102450,0.600002,151,3.7,4.3,7.69,6.05,101779.551724,8.6,-263.95,-268.05,Baja
8.85,102450,0.500002,172,3.1,3.6,8.33,6.39,101779.551724,8.7,-264.05,-266.65,Baja
7.749994,102530,0.000002,167,2.8,3.3,7.14,6.13,101779.551724,8.7,-264.05,-265.95,Baja
8.950006,102520,0.200002,224,3.2,3.8,10,7.59,101779.551724,9,-263.65,-264.85,Baja
8.249994,102540,0.400002,22,1.3,1.9,9.09,7.67,101779.551724,8.7,-263.65,-265.15,Baja
8.649988,102560,0.300002,278,3.4,4.7,9.09,7.39,101310.033708,8.6,-263.85,-267.15,Media
8.149988,102600,0.3,336,2.5,3.4,12.12,8.04,101779.551724,7.6,-263.75,-267.75,Baja
8.649988,102550,2.5,232,1.2,1.9,10,7.32,101779.551724,9.3,-263.05,-267.05,Baja
8.249994,102500,2.200001,172,2.4,2.8,10,7.41,101779.551724,10,-262.85,-264.75,Baja
8.450006,102380,4.800002,209,3.4,4.5,9.09,6.19,101779.551724,8.9,-263.35,-265.85,Baja
8.049982,102370,4.7,159,5.2,6.1,10.81,6.71,101779.551724,9.5,-263.35,-264.65,Baja
8.849969,102390,7.1,167,4.7,5.3,8.33,5.64,101779.551724,9.7,-263.35,-264.15,Baja
9.049982,102350,3.7,169,3.1,3.8,8.33,5.92,101779.551724,9.7,-263.35,-263.85,Baja
8.849969,102320,2.2,197,2.9,3.6,9.09,5.81,101779.551724,9.4,-263.45,-264.05,Baja
8.849969,102200,2.300002,232,2.5,3,8.33,6.2,101779.551724,9.2,-263.45,-264.25,Baja
9.349969,102190,-2,282,2.4,3.1,9.09,5.93,101779.551724,9.8,-262.95,-264.15,Baja
8.85,102150,-0.399998,333,4.5,5.4,12.9,7.14,101310.033708,9.5,-263.15,-265.35,Media
8.550012,102190,-1.899998,324,3.1,4.8,11.43,8.27,101310.033708,8.6,-263.25,-268.65,Media
8.950006,102260,-2.099998,315,1.9,2.6,10.81,8.88,101310.033708,8.4,-263.25,-269.15,Media
9.450006,102370,-2.499999,345,2.2,3.3,11.43,8.54,101310.033708,9.1,-262.25,-268.85,Media
9.35,102190,-3.6,46,0.9,1.6,13.79,8.93,101310.033708,9.3,-262.75,-267.45,Media
8.649988,102200,-3.999999,338,2.4,2.8,12.12,8.89,101779.551724,9.2,-262.85,-267.35,Baja
