@relation 'AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R8,11-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute DPD numeric
@attribute APD numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
278.199982,99670,97,1.900002,14.000002,177,9.8,10,6.81,Moderada
277.799988,99860,95,5.1,10.800001,221,9.6,10.81,7.12,MuyAlta
276.5,100080,95,9.4,10.600001,220,9.1,12.12,8.04,MuyAlta
276.299988,100580,80,12.600001,6.500001,241,9.1,13.79,7.95,MuyAlta
275.5,101240,78,12.500002,5.400002,242,11.1,16,8.21,MuyAlta
276.299988,101730,74,12.6,6.200002,242,11.9,12.9,7.95,MuyAlta
276.399994,102010,83,9.500003,8.400002,241,11.1,10,7.45,MuyAlta
277.299988,101930,92,2.500001,8.900002,167,7.2,11.43,8.4,Moderada
277.999969,101840,98,4.100001,6.5,221,8.3,11.43,7.1,Moderada
277.700012,101430,99,-4.299998,6.9,178,7.4,10,7.07,Moderada
277.799988,100320,99,-14.7,10.600001,128,12.1,9.09,5.61,MuyAlta
278.799988,99470,90,-11.199999,13.5,135,18.2,8.33,7.03,MuyAlta
278.399994,99160,97,-7.099998,9.600003,141,9.1,12.12,8.15,MuyAlta
278.5,99110,94,-6.699997,9.6,152,8.8,12.12,8.16,MuyAlta
277.799988,99020,97,-8,6.9,122,8.7,14.81,8.63,MuyAlta
278.899994,98520,89,-12.3,1.6,115,12.4,12.12,8.44,MuyAlta
278.899963,97590,96,-12.899999,-1.899998,88,14.1,10.81,7.34,MuyAlta
278.699982,96950,99,-9.7,0.700002,95,12.3,10.81,8.45,MuyAlta
277.799988,97560,90,8,14.2,218,13.3,11.663012,7.671493,MuyAlta
276.200012,98470,90,6.5,17.400002,189,10.9,11.43,7.54,MuyAlta
277,99180,85,1.700001,14.7,185,11.3,10,6.96,Moderada
276.399994,99540,87,-1.699998,11.200002,174,9.8,10,7.02,Moderada
277,99660,78,-4.699998,7.8,161,8.8,9.09,6.53,Moderada
277.5,99650,79,-4.4,7.600001,152,7.7,10,6.92,Moderada
277,99680,85,-4.2,6.400003,151,6.1,9.09,7.07,Moderada
276.200012,99580,89,-2.799997,3.400002,141,3.2,11.43,6.96,Media
276.5,99580,85,-1.4,2.9,281,0.4,11.43,7.32,Media
277.200012,99590,84,2.200001,3.700001,211,2.8,7.69,6.94,Media
277,99710,84,1.600002,2.400003,187,3.1,11.43,6.54,Baja
276.700012,99730,87,4.500001,2.000001,220,3.2,10.81,6.69,Media
276.899994,99880,74,3.4,1.300002,229,1.8,10,6.77,Baja
277.200012,100090,71,1.800002,1.7,206,1.3,9.09,6.72,Media
276.899994,100450,69,-2.399998,0.200002,134,1.5,9.09,6.88,Media
277,100600,76,-4.8,-1.699997,66,3.9,13.79,8.38,Media
277.600006,100640,73,-4.1,-3.1,95,6.2,12.12,6.96,Media
277.5,100630,77,-0.5,-3.5,49,4.8,13.79,7.49,Media
277.299988,100770,74,2.4,-0.199998,336,2.3,12.9,8.74,Moderada
276.5,100930,80,4.100001,1.900002,227,2.9,9.09,7.81,Moderada
276.899994,101240,75,2.4,1.200001,100,0.3,9.09,7.71,Media
277.200012,101460,74,1.6,4.100001,215,1.8,10,7.56,Media
277.199982,101870,78,-1.1,3.1,200,2.6,10,7.4,Media
277.200012,102180,86,-1.3,0.6,0,0,9.09,7.31,Baja
277.600006,102460,81,-0.399998,-1.5,56,1.2,8.33,7.07,Baja
277.399994,102640,81,2.000001,-4.9,335,4.7,7.14,6.72,Media
277.299988,102660,81,2.400002,-7,334,5.9,8.33,6.31,Media
277.100006,102370,93,6.1,-9.2,332,7.7,12.9,6.14,Media
277.399994,102070,87,5.2,-8.899999,339,7.7,8.33,5.5,Media
278.799988,101790,83,7.100001,-9.099998,333,8.5,9.09,4.84,Media
277.899963,101620,90,5.7,-10.3,330,9.5,5.26,4.89,Media
278,101330,95,6.200003,-10.8,335,8.8,6.25,5.09,Baja
279,101230,83,3.400002,-8.399999,334,6.7,5.26,4.57,Baja
279.600006,101140,82,6.200002,-6.099998,305,5.3,5,4.6,Baja
278.600006,101170,85,3.600002,-4.999999,318,4.1,16,5.3,Baja
277.799988,101260,97,4.700002,-1.799999,298,4.4,16,5.67,Baja
277.200012,101510,95,2.600002,-3.299999,331,3.5,4.55,4.3,Baja
277.600006,101690,91,4.200003,-3.099998,336,3.9,14.81,7.3,Media
276,101820,100,3.500001,-2.699998,333,3.9,12.12,7.26,Media
276.5,101950,94,4.200003,-3.299997,305,6.4,11.43,7.12,Baja
277,102020,87,1.800002,-3.999999,333,5.3,12.9,6.07,Baja
277.399994,102070,83,2.3,-3.899998,326,4.9,12.9,6.73,Baja
277.299988,102030,83,-0.599998,-4.999997,353,4.6,10.81,5.64,Baja
277.100006,101970,88,-2.4,-6.299998,18,6.1,11.43,5.48,Baja
277.299988,101920,87,-5.399999,-4.399999,35,7,10,4.48,Baja
278,101860,84,-5.799998,-3.1,110,3.9,10,5.4,Baja
277.600006,101760,86,-6.2,-2.999999,68,4.3,9.09,5.14,Baja
277.600006,101490,85,-2.999999,-6.099998,57,4.3,11.43,5.32,Baja
278,101520,72,-2.899997,-6.9,18,5.2,11.43,4.48,Baja
278.599976,101260,71,-0.4,-8.599998,2,7.6,12.12,4.89,Media
277.899994,101030,83,-0.599998,-8.399999,13,7.6,5.26,4.83,Media
278.200012,100720,92,1.800002,-9.6,356,8.1,10,5.38,Baja
278.699982,100520,86,-0.299998,-8.2,2,7.6,4.76,4.78,Baja
279.5,100410,85,-2.4,-6.799997,35,6.1,10.81,5.36,Media
278.899994,100370,87,-7.3,-5.299997,50,7.4,7.69,5.42,Media
278,100400,98,-5,-3.799999,55,6.2,6.67,5.56,Baja
279,100600,85,-4.9,-4.999999,30,6.1,10.81,5.15,Media
279.399994,100850,86,-4.7,-4.699997,49,4.9,7.14,5.2,Media
279.399963,101130,89,-3.899998,-1.6,96,2.4,10,6.45,Baja
278.599976,101310,97,-4.599998,0.100002,72,3.5,9.09,5.95,Baja
279.100006,101620,92,-4.799997,0.100003,113,2.2,10,6.61,Baja
278.799988,101790,99,-5.299998,0,70,6,8.33,5.78,Baja
279.299988,101700,91,-7.699998,2.900002,117,5.8,9.09,5.25,Baja
279.200012,101500,90,-13.799998,1.100002,79,8.1,7.69,4.82,Media
280,101180,87,-15.899999,2.300003,93,11.4,5.56,4.97,Moderada
279.899963,100910,90,-15.299998,2.600002,91,13.5,9.09,6.3,MuyAlta
279.299988,100800,93,-14.3,3.200003,101,13.3,9.09,6.93,MuyAlta
279.600006,100640,97,-13.899999,2.1,94,13.1,11.43,7.57,Moderada
279.699982,100610,94,-10.399999,2.6,100,10.5,12.12,7.08,MuyAlta
280.399963,100620,92,-7.2,2.700003,111,6.6,11.43,8.29,Moderada
279.200012,100560,100,-6.199998,0.700002,86,4,10.81,7.73,Moderada
279.799988,100370,99,-5.999999,0.200002,105,5,12.12,8.48,Moderada
280.100006,100330,92,-4.599998,2.700001,92,5.6,11.43,7.38,Media
279.600006,100390,93,-2.499999,3.900002,129,5.6,10.81,6.86,Media
278.799988,100430,97,0.200002,5.1,143,5.4,10.81,6.97,Media
277.799988,100500,100,0.3,4.800002,200,3.7,10,6.95,Media
278.600006,100470,97,-2.1,4.800003,156,4.7,9.09,6.82,Media
278.600006,100450,97,-3.3,6.900002,152,6.2,10,5.93,Media
278.799988,100260,96,-6.799998,6.200002,138,5.8,10,5.99,Media
278.200012,100040,100,-10.099997,3.900002,132,6.8,11.43,5.91,Media
278.399994,99910,98,-8.4,3.700001,131,8.3,10.81,5.72,Media
278.299988,99930,100,-6.499999,3.600002,121,6.3,8.33,5.78,Media
278.600006,99840,99,-1.099998,0.200002,111,4.5,12.12,6.02,Media
278.100006,99850,100,3.900002,1.400002,174,3.1,12.12,6.99,Media
278.299988,99970,79,8.200002,1.9,248,5.2,7.14,6.14,Media
278.299988,100190,90,9.2,0.2,288,2.5,7.14,6.59,Media
278.200012,100400,88,11.300001,-2,306,8.2,9.09,6.29,Moderada
277.5,100780,98,12.5,-1.1,291,10.8,8.33,5.59,Media
278.499969,101360,89,11.300001,0,292,9.2,6.67,5.52,Media
278.600006,101800,89,9.300003,2.3,264,8.5,5.88,5.02,Media
278.599976,102170,91,4.700002,2.7,251,5.3,10,5.82,Media
278.100006,102260,99,-0.8,2.600002,190,3,10,6.13,Baja
279.200012,102220,89,-4.999999,3.500003,118,5.8,9.09,6.11,Media
279.100006,101920,93,-5.3,4.3,123,8.6,4.55,4.85,Media
278.799988,101610,94,-4.699998,5.000001,159,7.6,8.33,5.19,Media
277.899994,101120,100,-4.899999,0.1,136,5.3,5.88,5.12,Baja
278.200012,101130,95,-0.2,-1.799999,136,3.6,5.88,5.38,Baja
277.899994,101260,90,6.200002,-2.099998,281,1.7,5.88,5.62,Moderada
277.899994,101470,87,6,1.100002,252,5.1,10.81,8.18,Media
278.099976,101560,82,4.2,2.700001,244,5.2,10.81,6.51,Media
277.999969,101630,80,-0.2,7.600003,187,5.8,9.09,5.95,Media
278.700012,101430,87,-1.699997,11.4,169,8.2,4.35,4.8,Media
278.799988,101270,88,-0.699998,11,180,10.4,5.88,5,Moderada
278.699982,101150,94,0.600002,10.9,181,9.4,6.25,5.57,Moderada
279.099976,101250,89,4.1,9.200002,213,6.9,11.43,6.91,Media
278.999969,101220,88,1.5,7.700003,180,5.8,10,6.3,Media
279.299988,101050,91,-4.9,7.600001,145,7.3,11.43,7.37,Moderada
278,100300,100,-14.099998,6.3,138,12.7,10.81,6,MuyAlta
278.799988,98670,94,-20.599997,5,122,16.1,8.33,6.45,MuyAlta
279.700012,97340,95,-5.499999,12.900002,131,13.4,11.43,7.08,MuyAlta
279.299988,97830,89,9.200002,22.200001,185,18.4,10.81,7.83,MuyAlta
278.599976,98700,90,10.200002,22.9,203,16.6,11.43,8.5,MuyAlta
278.899994,99470,84,8.300001,21.900002,195,17.6,10.81,8.7,MuyAlta
278.399994,100290,89,5.200002,18,191,15.2,11.43,8.31,MuyAlta
278.600006,100550,87,1.800002,14.700002,178,12,10.81,7.22,Moderada
277.799988,100630,96,2.2,12.600001,177,11.9,9.09,6.1,Moderada
278.700012,100740,87,3.200001,10.100001,182,9,8.33,6.11,Moderada
278.699982,100780,90,4.300002,9.400002,188,7.3,9.09,6.1,Moderada
278.399994,100700,98,5.000001,6.7,181,6.5,9.09,6.5,Media
278,100810,100,2.7,2.500001,183,3.3,10,6.59,Media
279.099976,101000,90,1.300002,-1.999998,53,3.3,10.81,7.02,Media
279.100006,101420,90,4.500001,-2.499999,11,2.1,9.09,6.92,Media
278.499969,101560,91,1.900002,2.700001,214,3.4,9.09,6.38,Baja
278.199982,101510,96,-0.6,7.200002,185,5.3,9.09,5.54,Baja
278.5,101200,96,-5.599998,10.600001,151,9.5,4.17,4.29,Media
279.100006,100720,97,-7.999999,14.000002,147,11.2,6.25,4.85,Moderada
279.700012,100200,94,-5.499999,15.100001,142,13.9,7.69,5.93,Moderada
278.399994,100530,100,4.400002,8.800001,199,7.8,10.81,6.76,Moderada
279.200012,100810,91,1.700001,3,163,6.3,10.81,7.07,Moderada
278.899994,100970,95,3.500001,1.1,258,3.6,11.43,7.89,Moderada
278.799988,101150,97,2.500001,3.6,203,2.7,12.12,8.23,Moderada
278.799988,101190,100,1,7.800002,183,4.8,11.43,8.14,Moderada
279.100006,101100,95,0,7.300003,153,7.8,10.81,7.23,Media
278.899994,101190,98,1.900002,7.100001,177,5.2,10.81,6.98,Media
279.100006,101270,97,1.800002,6.100001,185,4.7,10.81,6.69,Media
278.399994,101240,100,-0.399998,6.100001,158,4.9,10.81,6.95,Media
279.399994,101370,92,-1.899998,4.2,177,4.7,10.81,6.57,Media
279,101380,94,-4,0.7,97,4.3,10,7.47,Media
279,101510,98,-4.2,-2.599998,82,3.9,11.43,6.64,Baja
278.399963,101550,100,-3.6,-5.999999,38,4.1,9.09,6.99,Baja
279.700012,101740,86,-3.8,-7.199998,27,5.9,9.09,5.59,Baja
279.699982,101800,85,-1.7,-7.799998,15,6.5,10,5.38,Baja
279,101930,90,0.800002,-7.299997,359,5.6,10,5,Baja
278.799988,101880,87,4.7,-7.1,330,7.6,9.09,4.32,Baja
279,101920,82,7,-6.4,314,8.6,4.35,4.1,Media
279.799988,101860,78,8.400002,-4.2,296,8.2,5.26,4.51,Media
279.200012,101940,88,8.800001,-3.4,295,7.2,5,4.57,Baja
279.399994,102000,90,10.3,-2.2,304,8.4,5.26,4.43,Media
278.700012,102000,90,8.6,-1.5,293,8.2,6.67,4.64,Media
279.399963,101880,90,8.600001,2.4,271,6.9,7.14,5.23,Baja
279.399994,101750,90,9.100001,1.4,263,7.3,7.14,4.76,Baja
278.600006,101710,98,10.300001,-1.099998,280,7.8,6.67,4.69,Media
279.200012,101720,88,11.300001,-2.199998,286,9.7,6.25,5.06,Media
278.600006,101620,90,10.5,1.000002,272,8.3,5.88,4.98,Media
278.999969,101360,91,9.3,3.400002,257,8,7.14,5.24,Media
279.100006,100830,94,8.300001,5.300002,252,7.9,8.33,5.86,Media
279.299988,100630,85,11.200003,-3.499999,280,8.9,12.9,5.89,Media
278.799988,100750,76,11.7,-5.599998,295,8.7,8.33,5.62,Media
279.200012,100870,75,8.4,-5.2,307,8.4,8.33,5.55,Media
279.299988,100900,70,1.800003,-6.099998,342,5.8,7.14,5.7,Media
279.699982,101120,67,-0.8,-4.199998,341,3.6,7.69,6.12,Baja
280.5,101350,64,-0.5,-1.2,40,1.2,7.14,5.83,Baja
279.899994,101430,67,-1.7,1.9,179,2.3,6.67,6.08,Baja
279.200012,101290,78,-4.299998,4.700002,142,3.1,7.14,5.96,Baja
279.5,101080,76,-7.599998,8.900002,128,6.9,8.33,4.68,Baja
279.600006,100890,91,-1.299999,10.200003,146,8.6,8.33,4.4,Media
279.399963,101100,96,5.9,5.600001,244,4.6,6.67,5.38,Baja
278.799988,101400,95,6.000001,2.200001,227,3.8,9.09,5.47,Baja
279.399963,101510,88,2.500001,2.1,215,4.4,8.33,5.82,Media
279.299988,101580,89,1.6,1.500003,206,2.9,9.09,6.79,Media
279,101680,95,0.3,2.600002,212,2.9,9.09,6.63,Media
278.700012,101720,98,-1.599997,3.100002,220,2.6,9.09,6.81,Baja
279.799988,101810,95,-1.299997,6.6,176,5.2,9.09,6.79,Baja
279.399994,101770,97,-0.1,6.7,183,6.3,9.09,5.51,Media
279.600006,101790,97,0.300002,5.9,187,6.7,11.43,5.7,Media
279.299988,101780,98,1.600002,4.800002,231,5.4,10,6.39,Baja
279.799988,101760,94,0.000002,5.900002,196,4.1,10,6.45,Baja
279.600006,101710,95,0.3,7.8,186,5.9,10,4.96,Baja
279.799988,101550,95,-1.2,5.700002,144,5.8,9.09,4.94,Media
279.899994,101080,98,-9.7,1.700001,118,6.1,8.33,5.93,Media
280.799988,100210,94,-7.5,0.600002,62,12.1,5,4.66,Media
280.999969,100230,93,1.100002,7.8,181,8,7.14,5.56,Media
280.399994,100050,99,-1.899998,8.800001,182,8.7,8.33,5.58,Moderada
279.899963,99700,100,-1.299999,8.100001,152,6.2,8.33,6.31,Media
280.5,100120,94,7.700002,7.300003,253,3.5,8.33,6.28,Moderada
280,100910,95,7.800002,7.6,239,6.6,9.09,6.44,Moderada
279.599976,101460,95,3.100002,4.400003,224,5.2,9.09,6.6,Moderada
279.299988,101540,98,-0.8,4,224,2.8,10.81,8.18,Moderada
280.299988,101420,91,-2.899998,3.700001,149,3.4,10,7.29,Moderada
280.299988,101160,98,-2.999999,5.3,149,4.6,10.81,7.2,Media
279.899963,100980,98,2.500001,-0.199998,120,2.1,10.81,7.31,Media
279.699982,101470,100,8,-7.299998,325,5.8,10.81,6.75,Media
280.399963,102170,89,12.4,-5.799998,307,9.3,10,5.02,Media
279.599976,102660,84,12.1,-2.699998,289,9.9,5.88,5.03,Media
279.999969,102890,89,10.4,-0.3,274,10,6.67,5.55,Moderada
279.5,102930,95,9.100001,1.800002,261,9.5,9.09,5.86,Media
280.299988,102910,88,8.9,2.6,266,8.6,7.69,5.94,Media
280,102820,91,9.6,2.3,264,8.9,8.33,5.66,Media
279.399994,102740,92,8.000002,2.7,257,8.4,9.09,6.08,Moderada
278.600006,102540,100,7.7,5.100001,256,7.7,10,6.43,Media
279.499969,102400,91,6.000001,4.500001,253,6.3,9.09,6.22,Moderada
279.399963,102350,91,5.9,-0.2,279,4.4,10.81,6.99,Media
279.899994,102380,88,4.5,-1.5,288,4.7,10.81,6.68,Media
278.700012,102380,91,2.4,-0.1,278,3.4,10.81,6.51,Media
279.399994,102420,85,1.4,-0.2,278,1.7,8.33,6.34,Baja
279.599976,102430,78,-0.7,3.6,197,1.8,10,6.43,Baja
279.599976,102360,81,-1.8,4.2,172,2.8,10,6.78,Baja
279.600006,102220,83,-2.699998,5.7,147,5.5,9.09,5.6,Baja
279.899994,102230,88,-3.699998,7.1,169,6.6,10,5.01,Baja
280,102080,93,-7.299998,8,149,7,4.17,4.32,Baja
280.299988,101790,93,-6.999999,6.5,136,8.8,5.26,4.43,Media
280.599976,101520,91,-5.1,5.8,136,7.5,5.88,4.96,Media
280.600006,101380,92,-1.499998,5.5,146,5.8,9.09,5.24,Baja
280.899994,101380,86,0.3,5.5,181,4.6,7.14,5.54,Baja
279.899963,101320,95,1.9,4.200002,192,3.1,6.67,5.65,Baja
280.299988,101370,91,-1.999998,3.5,174,2.8,6.25,6.17,Baja
280.5,101440,90,-5.7,1.600002,139,3.4,9.09,5.63,Baja
281.199982,101340,89,-7.399999,1.3,82,5.6,12.12,5.35,Baja
281.299988,101060,96,-8.799998,-0.5,75,7,4.17,3.82,Baja
281.299988,100910,97,-7.599998,-0.999997,75,5.7,4.76,4.19,Baja
281.799988,100890,93,-8.299998,0.500002,84,5.7,6.67,4.96,Baja
281.499969,100840,94,-8.799998,0.300002,93,6,5.56,4.34,Baja
281.599976,100670,96,-8.799998,0.900002,85,6.5,6.67,4.76,Media
280.699982,100490,100,-7.999999,0.900002,92,6.6,7.14,5.11,Media
281.299988,100460,95,-5.699998,-0.299998,93,5,8.33,5.56,Baja
281.299988,100390,93,-4.399999,-2.7,66,4.2,7.69,5.76,Baja
280.799988,100130,100,-3.4,-5.399999,37,4.1,9.09,5.93,Baja
281.299988,99960,100,-2.199998,-6.599998,19,4.7,14.81,6.45,Baja
281.5,99700,100,-2.799999,-3.1,31,4.3,9.09,5.96,Baja
282.299988,99620,91,-3.899998,-1.399998,49,5.4,9.09,5.46,Baja
281.700012,99550,94,-4.2,3.500001,116,3.1,8.33,5.64,Baja
280.799988,99600,100,-5.2,4.1,114,5.1,7.69,5.64,Baja
281.5,99780,97,-5.599998,0.4,88,6.5,8.33,5.04,Baja
281.700012,99920,95,-3.7,-0.499998,43,5.7,7.14,5.56,Media
281.199982,100050,98,-4.3,-1.299999,19,4.7,10.81,5.7,Media
280.5,100320,100,-6,1.400003,133,6.6,9.09,5.78,Media
281.5,100710,92,-5.799998,-2.099998,100,4.4,9.09,6.1,Media
281.700012,100950,87,-4.299998,-2.599997,73,3.3,7.69,6.29,Baja
281.599976,100870,91,-2.899998,-4.3,53,6.2,8.33,6.04,Media
281.399963,100720,93,-1.8,-4.399999,25,6.4,10,5.59,Media
282.399994,100650,85,-2.499999,-3.1,37,6.4,8.33,5.8,Media
282.299988,100640,88,-5.1,-0.099998,69,6,9.09,5.6,Media
281.899994,100390,84,-7.299998,1.700001,44,6.5,7.14,5.27,Media
281.399994,99900,93,-13.8,2.600003,91,9.4,7.69,4.76,Moderada
282,99230,95,-11.499998,6.900002,86,14.1,6.67,5.28,Moderada
281.600006,99660,92,-3.2,16.200001,158,11,9.09,6.45,Moderada
281.5,100250,80,-4.8,13.1,136,10.5,9.09,6.75,Moderada
281.5,100300,89,-8.899999,6.900003,129,9.9,9.09,6.74,Moderada
282,99900,97,-5.899999,-1.6,91,7.3,10,6.82,Moderada
282.200012,99400,93,-3.8,5,121,7.3,8.33,6.41,Moderada
281.200012,99950,92,-3.5,11.000002,148,8.9,10.81,6.83,Moderada
281,100160,88,-8.799998,4.800003,109,7.9,10.81,6.65,Moderada
281.5,100150,87,-7.499999,3.4,122,7.2,10,6.49,Media
282,100230,88,-7.199998,1.2,94,5,10,6.34,Media
282.5,99800,99,0.100002,-7.199998,354,6.4,11.523953,6.450096,Baja
282.899994,99560,98,-1.2,-4.899999,29,6.8,7.14,4.73,Baja
283.200012,99600,94,-1.1,0,64,7.6,7.69,4.92,Media
281.700012,99920,98,-1.3,2.8,95,6.9,7.69,5.09,Media
281,100320,100,-2.8,4.8,124,5.8,8.33,5.8,Baja
281.799988,100700,92,-1.3,6.200002,164,4.1,7.69,5.32,Baja
282.700012,100940,88,0.3,6.500003,150,5.8,7.69,5.44,Baja
281.799988,101280,95,2.700001,8.300001,217,4.593917,11.523953,6.450096,Baja
281.699982,101470,95,2.000001,7.6,180,4.1,7.14,4.76,Baja
282,101460,91,1.6,8.500002,181,6.8,8.33,4.71,Baja
282,101530,95,4.400002,8.5,205,5,5.88,4.78,Media
281.600006,101620,93,8.200002,4.900002,235,7.9,8.33,5.23,Moderada
281.299988,101800,92,8.600001,2.800002,249,7.3,11.43,7.27,Media
281.200012,101780,93,6.1,4.5,242,6.2,9.09,6.46,Media
280.700012,101560,95,3.900002,6.2,213,6.5,10.81,6.45,Media
280.799988,101400,96,5.100001,6.7,227,6.3,10.81,6.27,Media
281.200012,101310,92,4.400002,7.800002,226,5.8,10,5.6,Media
281.700012,101130,89,1.600002,8.700002,194,5.3,9.09,5.63,Media
281.399994,100880,93,0.000002,9.1,167,6.9,9.09,5.41,Media
280.799988,100820,95,2.100002,6.800002,158,5.5,8.33,5.53,Media
281.5,100800,81,-0.4,4.400002,146,5.5,10.81,6.16,Media
282.200012,100850,76,-2,2.500001,124,3.1,10,6.77,Media
281.799988,100890,76,-4.9,-0.399997,58,3.9,10,7.42,Baja
281.299988,100720,86,-5.6,-2.599998,58,5.2,10.81,6.23,Baja
282.100006,100510,83,-6.7,-5,60,6.7,9.09,4.99,Baja
282.099976,100390,85,-4.099998,-4.999997,51,7.2,10,4.49,Media
282.200012,100280,86,-4.299998,-7.5,24,8.2,6.25,4.81,Media
281.200012,100190,93,-3.199998,-2.699998,96,5,7.14,5.25,Baja
282.200012,100240,77,0.300002,-5.399999,23,5.1,6.25,5,Baja
282.600006,100330,78,3.6,-2.899998,336,3.5,6.67,5.19,Baja
281.899994,100500,84,5.700003,-2,303,5.8,6.67,4.87,Baja
281.199982,100850,96,7,1.900003,286,7.1,7.14,4.13,Baja
282.700012,101200,79,6.600003,3.700001,238,6.6,4,3.9,Baja
282.700012,101500,74,3.100002,4,242,5.5,5,4.19,Baja
282.399994,101620,69,-1.099998,3.7,212,2,9.09,6.42,Media
281.600006,101700,80,-4.3,3,196,1.6,9.09,6.16,Baja
282.799988,101810,78,-6,2.400002,118,4.1,8.33,6.55,Baja
283.399963,101920,74,-7.699998,2.500001,121,5.5,9.09,5.73,Baja
283.099976,101780,78,-7.599998,3.100002,120,6,9.09,5.29,Baja
282.499969,101740,83,-9.799998,3.2,109,6.8,12.12,4.76,Baja
283.399994,101440,78,-10.699999,-0.9,107,7.1,5.56,4.68,Media
282.700012,101040,85,-13.1,-1.999998,88,9.9,4.76,4.27,Media
282.799988,100370,91,-11.999998,-0.3,77,10.4,5.88,5.06,Media
282.399963,100000,99,-4.499999,5.300003,85,10,6.67,5.06,Media
282.899994,100020,94,1.600002,10.000002,209,8.3,8.33,5.89,Media
283.399994,100120,87,-0.599998,11.200002,171,7.7,8.33,5.32,Media
282.399994,100280,99,-0.999997,6.5,165,5,6.25,5.37,Baja
282,100500,100,-0.1,3.600002,151,3,7.14,5.69,Media
282.799988,100830,91,1.600002,0.7,107,3.2,7.69,5.95,Media
283.399994,101250,85,3.4,0.900002,71,2.3,9.09,6.93,Media
283.399963,101580,83,4.700003,-1,340,2.1,9.09,6.83,Media
282.799988,101990,85,4.600001,-0.599998,298,3,8.33,7.18,Media
282.899963,102380,86,4,-2.599998,313,4.7,9.09,6.14,Media
283.600006,102650,83,1.800002,-0.999997,291,2.8,8.33,6.59,Baja
283.600006,102820,79,1.6,-1,315,2.6,7.69,5.45,Baja
283.100006,102980,81,1.100002,-0.699998,337,2.5,13.79,6.54,Baja
283.600006,103080,82,-2.099998,-1.899998,350,4,6.25,4.83,Baja
284.399994,103110,77,-3.699998,-1.199998,29,1.7,13.79,6.97,Baja
283.899994,102780,76,-6.199998,0.6,98,2.4,16,7.65,Baja
283.399994,102540,78,-10.899999,2.5,106,6.6,6.67,3.66,Baja
283.899963,102180,84,-13.8,3.300002,100,10.9,4.76,4.11,Moderada
284.299988,101720,89,-12.699999,4.500001,96,12.6,6.67,5.39,Moderada
283.799988,101190,97,-9.099998,6.000001,110,9.6,7.69,5.67,Media
283.200012,100980,99,-4,6.2,168,6.7,6.67,5.57,Media
283.700012,101050,94,-2.799999,3,93,4.6,6.67,5.12,Media
283.399994,101200,96,0.900002,-1.599997,41,2.7,9.09,6.51,Media
283.100006,101320,99,2.300002,-4.299998,19,3,9.09,6.52,Baja
283,101460,99,2.900002,-5.7,4,4.8,7.69,5.52,Baja
283.700012,101710,94,5.300002,-6.399999,328,6.6,7.69,4.9,Baja
283.499969,101980,93,6.600001,-3.999999,312,4.5,14.81,5.38,Baja
282.899994,102140,95,7.900002,-2.799999,278,6.4,13.79,4.74,Baja
281.999969,102220,95,8.3,-1.4,285,7.7,4.76,4.41,Baja
282.100006,102340,89,7.700002,1.4,259,6.8,6.25,4.75,Baja
282.199982,102420,90,7.000001,4.400002,242,7,6.67,4.5,Baja
282.700012,102330,91,5.900002,6.300002,230,7.4,6.25,4.45,Media
282.399994,102340,95,4.600001,6.9,220,7.3,12.12,6.1,Media
283.499969,102190,89,3.500001,9.2,200,7.4,10,5.9,Media
283.299988,102140,90,0.8,8.9,206,7.3,10.81,6.04,Media
283.100006,101900,92,-0.799998,10.1,182,7.8,10.81,5.89,Media
282.699982,101660,96,-3.199998,10.800001,156,8.9,10,5.56,Moderada
283.200012,101530,95,-4.999999,11.5,166,10.1,10,5.86,Moderada
283.399994,101370,93,-7.099998,11.8,143,10.6,9.09,5.97,Moderada
282.899963,101150,98,-9.299998,10.900002,143,10.7,9.09,5.88,Moderada
282.899994,100910,100,-7.699998,9.6,129,10.1,10,6.59,Moderada
283.899963,100880,96,-5.699997,8.2,129,10.3,10.81,6.32,Moderada
283.700012,100870,95,0.7,7.2,162,6.8,10,6.72,Moderada
283,100960,100,3.300002,5.600001,191,5.1,10,6.97,Media
282.600006,100960,100,1.800003,3.700001,186,3.4,10,6.92,Media
282.899994,100970,98,1.4,1.7,161,2.7,10,6.9,Media
283.700012,100930,94,1.200001,0.9,0,0.1,9.09,6.8,Media
283.100006,100720,96,4.300003,1.1,239,1.1,9.09,6.73,Media
282.700012,100670,98,4.8,3.800002,237,2.8,9.09,6.63,Media
283.100006,100810,95,5.800002,5.000003,244,3.8,7.69,6.58,Baja
283.100006,100940,94,6.600001,6.800002,231,4,7.69,5.85,Baja
282.799988,101070,95,7,5.7,239,5.1,7.69,5.58,Baja
282.399994,101120,96,6.400002,5.200003,237,5.8,7.69,4.95,Baja
282.5,101190,93,3.700001,6,216,4.5,5.88,5.25,Baja
283.5,101310,86,3.400002,6.000001,178,4.1,7.69,5.51,Baja
283.600006,101380,86,3.400002,4.300003,157,2,8.33,5.71,Baja
282.799988,101410,95,4.100001,5,195,3.2,6.67,6.07,Media
