@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily'

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
8.450006,98830,95,-9.099998,17.100002,146,13.6,16.9,10.81,7.71,98960,8.7,-265.75,-265.65,MuyAlta
8.149988,98580,96,-10.5,15.400002,137,11.9,14.8,10.81,7.97,98700,8.1,-265.75,-265.85,MuyAlta
8.149988,98050,97,-8.599998,13.2,132,15.8,19.3,11.43,7.52,98090,8.1,-265.75,-266.15,MuyAlta
7.249963,98160,95,0.900002,9.4,163,6.6,8.2,12.12,8.26,98130,7.7,-265.75,-266.55,MuyAlta
6.950006,98280,87,7.900002,10,197,8,10.5,11.43,7.67,98060,7.4,-265.75,-267.75,MuyAlta
6.050012,98750,84,9.300003,12.6,214,11.1,13.4,12.12,7.38,98480,7.5,-265.75,-268.95,MuyAlta
7.950006,99080,78,2.3,13.7,195,10.4,12.8,12.12,7.52,98820,6.7,-265.75,-269.05,MuyAlta
7.649988,99080,89,-0.799998,11.400003,164,7.2,9.2,12.12,8.05,99050,7.5,-265.75,-267.45,MuyAlta
8.149988,98810,90,-2.399998,8.200002,155,7.3,9.2,12.12,8.56,98630,7.3,-265.65,-266.85,MuyAlta
7.849969,98550,94,-0.299998,6.800002,161,4.7,6.3,12.12,8.1,98450,7.7,-265.65,-266.25,Moderada
6.85,98730,91,9.1,2.000001,278,10.1,12.3,10.81,7.51,98520,6.5,-265.75,-267.65,Moderada
5.949976,99190,79,5.700002,3.100002,256,5.9,7.6,10.81,8,99030,6.8,-265.75,-271.65,Moderada
6.449976,99410,70,-1.4,2.200001,168,2.2,3.2,10,7.83,99320,6.6,-265.75,-270.25,Moderada
6.450006,99390,81,-6.6,1.200001,103,4.3,5.3,10,8.09,99420,7.1,-265.75,-269.05,Moderada
6.849969,99240,87,-7.2,-2.499999,71,6.4,7.9,10.81,7.91,99400,6.9,-265.75,-268.75,Moderada
7.049982,99150,91,-2.4,-6,21,8.7,10.7,10,6.89,99270,6.3,-265.75,-269.05,Moderada
6.749994,99250,85,5.2,-9.199999,5,11.6,13.9,10.81,6.32,99250,5.7,-265.75,-269.55,Moderada
6.35,99760,86,9.7,-7.499997,339,11.8,14.7,7.14,5.93,99670,5.6,-265.75,-270.45,Moderada
6.050012,100410,77,10.900002,-4.599998,312,7.2,8.8,7.14,6.13,100270,6,-265.75,-269.15,Media
5.450006,100970,73,8.200003,-1.099997,273,4.5,6.1,10,6.75,100830,6,-265.75,-270.35,Media
5.349969,101260,73,0.800002,3.3,149,3.7,4.7,11.43,7.39,101060,5.5,-265.85,-269.65,Media
6.749994,100740,83,-12.199997,2.7,120,7.2,8.5,11.43,6.69,100950,6.3,-265.85,-271.85,Moderada
7.85,99690,94,-9.099998,4.900002,94,15.3,19.3,6.67,5.61,99670,6.8,-265.85,-267.55,Moderada
7.249994,99430,96,6.8,12.700002,183,13.7,17.8,7.69,6.28,99330,7.2,-265.85,-267.45,Moderada
7.149988,99600,88,5.000001,7.500001,214,11.2,13.2,9.09,5.97,99470,6.3,-265.85,-269.45,Moderada
6.649988,99430,93,1.200001,1.8,245,5.4,6.7,8.33,6.18,99400,6,-265.85,-269.95,Moderada
6.950006,99020,92,-2.599998,1.6,74,2.3,3.5,10,6.71,99100,5.9,-265.85,-270.15,Moderada
8.149988,98730,90,-3.399998,4.9,63,7.7,8.9,9.09,6.59,98790,6.3,-265.85,-267.45,Moderada
7.649988,98210,92,3.600002,4.7,174,2.9,3.8,9.09,7.01,98220,7.3,-265.75,-266.25,Moderada
6.049982,98720,100,12.600001,11.600003,228,13.3,16.9,10,5.83,98430,6.9,-265.85,-267.25,Moderada
7.249963,99280,92,2.700001,11.400003,210,10.2,12.3,10.81,7.04,99120,7.3,-265.75,-267.05,Moderada
6.649988,99110,100,-4.899999,12.5,164,9.5,11.1,10,6.9,99280,7.9,-265.75,-265.95,Moderada
8.249994,99000,89,0.1,10.8,143,10.4,12.1,10.81,6.8,99020,7.9,-265.75,-265.95,Moderada
7.35,99250,91,6.9,8.8,225,9.9,12.4,10.81,7.32,99040,7.8,-265.75,-266.25,Moderada
8.749994,99550,71,-3.5,9.3,185,9.3,11.1,10.81,7.58,99520,7.7,-265.75,-267.15,Moderada
7.349969,98640,98,-12.7,10.3,113,11.8,14.5,13.79,7.55,98900,7.4,-265.85,-266.75,MuyAlta
7.749963,98740,92,10.600003,11,175,6,8,9.09,7.49,98230,7.2,-265.85,-267.05,MuyAlta
7.85,99650,84,16.400002,10.8,234,17.1,22,11.43,7.52,99130,7.2,-265.85,-268.55,MuyAlta
7.149988,100440,86,3.700001,8.100001,228,8.6,10.6,12.12,7.65,100300,7.3,-265.85,-268.75,Moderada
8.550012,100280,85,-8.9,7.900002,150,6.8,8.4,11.43,7.22,100340,7.2,-265.85,-267.65,Moderada
8.950006,99140,86,-11.799998,-1.899998,110,7,8.7,10.81,7.35,99670,7.1,-265.85,-266.65,Moderada
6.749994,98590,100,6.400002,-8.199999,359,7.9,9.8,12.9,6.89,98800,6.8,-265.85,-267.35,Moderada
5.549982,99760,95,12.700002,-0.999998,237,5.8,8.1,9.09,7.55,99400,7.1,-265.85,-267.15,Moderada
4.649988,100400,78,8.700002,0.8,282,9.6,11.9,8.33,6.24,100130,5.2,-265.85,-271.15,Moderada
3.049982,100850,73,7.300003,-2.1,261,7.9,9.7,10,6.97,100680,3.8,-265.85,-276.45,Moderada
3.249994,101210,70,5.7,-1.599998,249,9.8,12.1,10.81,7.11,101020,5,-265.85,-274.95,Moderada
3.249994,101410,67,3.100002,-2,275,5.9,8.5,10.81,7.11,101360,4.3,-265.85,-275.75,Moderada
1.949976,101560,72,0.400002,-0.699997,245,3.9,5.5,10,7.16,101530,3.9,-265.85,-276.45,Moderada
3.149988,101460,70,-1.799997,0.200002,212,1.9,3.1,9.09,7.33,101480,3.7,-265.85,-277.05,Media
3.049982,101330,75,-4.399999,-0.299998,134,2.1,3.6,10.81,7.29,101400,3.9,-265.85,-276.85,Media
3.749994,101300,73,-4.299998,2.400002,111,2.1,3.4,10,7.1,101300,3.9,-265.85,-278.05,Media
4.050012,101180,76,-2.8,2.6,168,2.1,3.7,9.09,7.2,101260,4,-265.85,-276.75,Baja
5.249994,101100,71,-8.3,2.600002,108,6.4,8.4,10,6.4,101180,4.6,-265.85,-275.85,Media
6.550012,100690,81,-14.6,3.700001,107,11.8,14.2,5.56,4.68,100990,5.7,-265.95,-271.05,Moderada
6.950006,100410,93,-10.499998,6.5,100,14.6,17.1,7.69,5.86,100660,6,-265.95,-269.25,Moderada
6.85,100560,97,-1.1,6.9,201,10.8,12.9,8.33,6.43,100470,7.1,-265.95,-266.85,Moderada
6.149988,100540,93,1.800002,5.100001,184,5.7,7.3,8.33,6.8,100730,7,-265.95,-270.85,Moderada
5.949976,100790,100,3.900002,4.800002,149,3.2,4.1,9.09,7.45,100790,7,-265.95,-270.65,Moderada
5.149988,101310,92,4.9,7.100001,217,8.2,10.3,10,7.14,100873.990895,7.3,-265.85,-267.25,Moderada
5.450006,101570,82,4.100001,8,213,7.2,8.7,10,6.52,101310.033708,7.1,-265.95,-268.45,Media
5.550012,101960,82,0.200002,6.7,189,6.3,7.9,9.09,6.82,102330,7,-265.95,-268.75,Media
7.249963,101960,74,-2.3,8.200002,166,7.7,9,10,6.29,101310.033708,7.5,-265.95,-267.35,Media
6.85,102150,80,-4.899999,6.1,164,6.9,8.3,9.09,6.22,101310.033708,7.1,-265.95,-267.55,Media
6.349969,102320,81,-4.199998,6.700002,138,5.5,6.5,10,6.74,101310.033708,7,-265.95,-267.85,Media
6.549982,102620,82,-6.099997,2.3,140,4.2,5.5,11.43,6.57,101310.033708,7,-265.95,-270.25,Media
6.849969,102660,80,-9.1,0.900002,119,6,8,8.33,5.94,101310.033708,6.5,-265.95,-270.95,Media
5.85,102300,78,-14.7,-2,87,10.7,12.8,8.33,5.25,100873.990895,6.2,-265.95,-270.15,Moderada
7.249994,101660,74,-20.9,-2.4,79,14,16.5,6.67,5.48,100873.990895,6.6,-265.95,-269.25,Moderada
7.450006,101370,84,-18.4,-0.8,89,14.7,17.7,8.33,6.44,100716.26556,6.9,-266.05,-269.15,MuyAlta
7.950006,101260,90,-12.5,-0.899998,86,12.4,14.5,9.09,6.7,100873.990895,6.8,-266.15,-267.95,Moderada
7.050012,101000,95,-11.9,-4.7,83,12.8,15.4,8.33,6.35,100873.990895,6.8,-266.15,-269.25,Moderada
8.050012,100570,76,-12.6,-7.599998,56,11.7,13.8,9.09,6.79,100716.26556,6.5,-266.15,-270.55,MuyAlta
6.849969,100430,77,-14.299998,-7.2,62,13.3,16.6,14.81,7.66,100716.26556,6.6,-266.15,-271.55,MuyAlta
6.849969,100450,81,-9.6,-3.699998,76,11.3,14.3,14.81,7.99,100716.26556,6.8,-266.15,-270.95,MuyAlta
5.749994,100580,83,-13.399999,-2.799997,80,10,12.6,14.81,7.9,100716.26556,5.9,-266.35,-271.75,MuyAlta
5.749994,100650,75,-10.8,-5.199998,63,9.4,11.3,9.09,7.61,100873.990895,5.1,-266.25,-274.25,Moderada
4.749994,100740,78,-12.099998,-4.4,83,11.6,14.1,9.09,7.49,100873.990895,5.6,-266.15,-273.35,Moderada
5.749994,100690,71,-9.699999,-2.1,67,8.8,10.7,12.12,6.46,100873.990895,4.8,-265.95,-274.05,Moderada
5.649988,100670,83,-11.399999,-0.599997,74,8.4,10.2,7.69,6.74,100873.990895,5.2,-265.95,-272.35,Moderada
6.450006,100790,86,-10.099998,0.800003,78,9,10.9,11.43,6.04,101310.033708,5.7,-266.05,-268.45,Media
6.749963,101040,83,-9.399999,1.400002,115,10.9,12.7,11.43,6,100873.990895,6.3,-266.05,-267.55,Moderada
6.85,101200,91,-6.9,3,125,7.3,8.7,7.69,6.38,101310.033708,6.9,-266.05,-266.85,Media
6.85,101420,92,-5.1,3.600002,125,6.4,7.4,10.81,6.65,101310.033708,6.9,-266.05,-267.05,Media
5.949976,101450,98,-5.1,0.8,117,3.8,4.5,11.43,7.08,101310.033708,6.5,-266.15,-267.25,Media
5.85,101390,96,-8.199999,-1.9,78,4.2,5.7,11.43,7.34,101310.033708,6.1,-266.15,-268.25,Media
6.149988,101130,90,-5.8,-4.999997,87,7.6,8.9,10.81,5.58,101310.033708,6.1,-266.05,-268.85,Media
4.35,100770,86,-8.999998,-7.9,73,6,7.1,10,5.81,101779.551724,5.5,-266.05,-271.95,Baja
4.549982,100040,82,-2.199998,-11.1,9,5.9,8.4,10.81,5.32,101310.033708,5.3,-266.05,-270.95,Media
4.550012,99470,74,-5.799998,-12.099998,22,7.2,8.5,5.26,4.64,100873.990895,3.4,-266.05,-272.35,Moderada
3.550012,98870,68,-1,-10.9,18,10.1,12.1,8.33,5.74,100873.990895,4.4,-266.05,-275.35,Moderada
1.649988,98590,78,-3.099998,-10.099998,19,12.5,15,10.81,6.56,100873.990895,2.7,-266.05,-279.25,Moderada
1.950006,98360,77,0.900002,-9.599998,9,7.7,10.8,10.81,7.22,100716.26556,1.3,-266.05,-278.95,MuyAlta
1.049982,98130,77,1.7,-6.699998,350,8.9,11.2,11.43,7.83,100873.990895,1,-266.05,-279.05,Moderada
2.449976,98080,69,4.2,-4.299998,334,8.4,11.6,10.81,7.61,100873.990895,1.1,-266.15,-282.15,Moderada
2.35,98100,74,4.800002,0.900002,203,1.8,4.9,10.81,7.92,100873.990895,1.3,-266.15,-282.75,Moderada
3.449976,98210,78,8.3,1.9,248,6.9,9.3,10,6.81,101310.033708,2.1,-266.15,-279.65,Media
3.649988,98220,71,4.100001,6,229,6,7.9,8.33,6.31,100873.990895,2.8,-266.25,-279.55,Moderada
3.35,98630,83,7.500001,8.300003,179,6.5,8.2,11.43,7.28,100873.990895,3.4,-266.15,-275.65,Moderada
3.149988,99000,76,3.1,7.1,194,7.5,9,11.43,6.86,100873.990895,3.9,-266.25,-272.85,Moderada
3.35,99410,85,6.900002,7.200002,236,8.5,10.8,9.09,6.34,101310.033708,3.5,-266.25,-276.25,Media
2.35,99890,76,8.5,4.7,176,7.3,8.9,12.12,6.46,100873.990895,3.8,-266.35,-272.95,Moderada
2.549982,100410,72,5.100001,5.3,246,5.2,6.4,11.43,6.16,100873.990895,4.1,-266.35,-279.45,Moderada
4.149988,100660,72,-0.7,4.600001,181,7.3,8.6,10,6.59,101310.033708,4.7,-266.45,-270.65,Media
5.749994,100900,80,-2.1,5,189,5.9,7.1,10,6.12,101310.033708,5.5,-266.45,-271.55,Media
7.249963,101070,82,-8.7,7.700002,143,7.5,8.7,10.835044,7.040209,100873.990895,6.4,-266.45,-270.75,Moderada
6.450006,100890,82,-16.1,7,124,11.6,13.8,6.25,5.8,100873.990895,6.7,-266.35,-268.75,Moderada
6.749963,100540,79,-19.399998,8.8,116,14.2,17.3,7.14,5.76,100716.26556,6.4,-266.45,-269.65,MuyAlta
6.85,99970,87,-18.399998,6.300002,118,14.8,18.3,10.81,7.51,100716.26556,5.9,-266.45,-269.65,MuyAlta
7.449976,99130,95,-13.6,4.8,105,14.3,17.3,12.12,7.86,100716.26556,6.7,-266.45,-267.65,MuyAlta
8.050012,98910,91,1.8,7.9,147,6,7.7,10,8.31,100716.26556,7.1,-266.45,-266.75,MuyAlta
6.549982,99430,96,7.5,12.500002,201,9.5,12.2,11.43,8.01,100716.26556,7.2,-266.45,-267.75,MuyAlta
7.249963,100050,86,0.300002,9.100001,168,6,7.5,11.43,8.32,100716.26556,6.8,-266.45,-266.95,MuyAlta
6.749994,100270,95,-5.2,4.2,149,3.9,5.3,12.12,8.48,100873.990895,6.5,-266.45,-267.15,Moderada
7.550012,100260,90,-4.499999,0.1,98,2.6,3.7,11.43,8.26,100873.990895,6.5,-266.55,-266.95,Moderada
7.449976,100220,95,-5.1,-2.599998,59,3.2,4.4,11.43,8.17,100873.990895,6.1,-266.55,-267.35,Moderada
6.849969,100050,96,-4.9,-5.699998,52,5.5,7.1,11.43,8.72,100873.990895,6.2,-266.55,-267.15,Moderada
6.449976,99730,100,-7.799998,-6.699998,20,11.6,14.5,11.43,6.78,101310.033708,6.1,-266.45,-267.35,Media
7.049982,99180,100,-5.299998,-3.8,53,8.1,10.3,10,6.03,101310.033708,6.1,-266.55,-267.45,Media
6.649988,98900,100,0,5.900002,193,3.9,4.8,9.09,7.04,100873.990895,6.6,-266.45,-266.85,Moderada
7.249994,99140,93,4.200002,11.6,193,11.1,13.6,10,5.76,100873.990895,6.8,-266.45,-267.35,Moderada
6.649988,99770,97,6.2,17.100002,178,10.3,12.9,9.09,6.38,100873.990895,7,-266.65,-267.55,Moderada
7.549982,100480,83,8.100001,15.800001,207,11.2,14.4,9.09,6.62,100716.26556,6.9,-266.55,-267.45,MuyAlta
6.249994,101120,87,7.800002,16.200001,209,12.2,15.5,10.81,7.32,100873.990895,7,-266.75,-270.25,Moderada
6.449976,101770,75,6.800002,9.200002,193,7.8,9.8,10.81,6.81,100873.990895,6.8,-266.75,-268.35,Moderada
6.450006,102340,75,4.600001,4.9,225,7,8.4,9.09,6.36,101310.033708,6.8,-266.65,-269.25,Media
6.85,102610,79,-1.499998,1.300002,229,2.5,4,10.81,6.84,100873.990895,6.4,-266.65,-270.75,Moderada
7.349969,102550,87,-11.6,1.700001,101,7.1,8.2,10,6.93,100873.990895,6.4,-266.65,-269.15,Moderada
7.050012,101990,91,-16.6,4.200002,106,13.2,15.9,5.56,5.5,100873.990895,6.6,-266.35,-268.25,Moderada
7.749994,101590,94,-19.199997,12.800001,113,14.5,17.6,7.69,5.85,100716.26556,7.6,-266.75,-267.25,MuyAlta
8.550012,101180,92,-13.199999,14.800001,128,15.6,19.3,9.09,7.24,100716.26556,7.6,-266.55,-266.85,MuyAlta
8.35,100880,86,-15.3,17.600002,132,14.5,18.6,12.12,7.96,100716.26556,7.5,-266.35,-266.55,MuyAlta
9.749963,100700,83,-8.399999,18.100002,148,14.7,18.6,11.43,7.99,100716.26556,8.2,-266.35,-266.75,MuyAlta
8.449976,101130,85,4.4,9.5,187,8.4,10.6,12.12,8.59,100716.26556,7.7,-266.35,-265.95,MuyAlta
6.950006,101570,79,4.100001,1.100002,255,4.7,6.4,12.9,8.76,100716.26556,6.7,-266.25,-270.05,MuyAlta
6.749963,101600,77,0.2,-1.9,51,2,3.7,11.43,8.43,100873.990895,6.5,-266.35,-270.75,Moderada
6.749994,101220,84,-6.199998,-5.999999,59,8,9.8,12.12,8.09,100873.990895,6,-266.35,-270.15,Moderada
7.35,100580,95,-6.8,-3,22,10.3,12.6,12.12,6.9,100873.990895,5.8,-266.35,-268.05,Moderada
7.249994,100280,96,0.1,-3.5,14,4.6,5.7,10.81,7.03,100873.990895,6.4,-266.35,-267.25,Moderada
5.950006,100290,100,8.000002,-3.8,338,11.6,13.9,10.81,5.99,100873.990895,6,-266.35,-267.75,Moderada
6.050012,100630,87,12.7,-4.9,308,12.1,14.7,11.43,6.03,100873.990895,6.2,-266.35,-270.35,Moderada
5.449976,101120,84,16.700001,-3.499999,290,12,14.3,7.14,6,100873.990895,5.5,-266.35,-270.75,Moderada
4.749994,101660,77,13.6,-1.499998,275,9.2,11.7,7.14,6.07,101310.033708,6.1,-266.35,-270.05,Media
4.849969,102000,72,8.9,0.100002,274,7.5,8.7,10,5.85,101310.033708,6.1,-266.35,-271.75,Media
4.749994,102230,76,3.1,0.8,274,4.7,5.6,7.69,6.3,101310.033708,6.1,-266.45,-270.95,Media
5.649988,102270,74,0.000002,3.800002,226,2,2.8,9.09,5.95,101779.551724,6.8,-266.35,-271.75,Baja
6.849969,102150,76,-9.7,3.9,109,7,8.3,10,6.06,101310.033708,6.2,-266.35,-270.45,Media
7.249963,101810,84,-16.899998,6.2,111,12.9,15.1,5.26,4.96,100873.990895,6.2,-266.75,-270.55,Moderada
7.049982,101540,89,-17.199997,5.4,106,14.7,18.2,7.69,5.98,100716.26556,6.8,-266.55,-268.95,MuyAlta
7.849969,101360,95,-18.099998,7.900002,111,15.8,19.1,8.33,6.72,100716.26556,7.1,-266.65,-267.85,MuyAlta
8.049982,101370,98,-12.399999,10.900002,121,14.5,18.4,10,6.63,100873.990895,7.5,-266.75,-266.45,Moderada
8.050012,101480,97,-7.5,12.500002,143,11.6,14,9.09,6.5,100873.990895,7.8,-266.65,-265.95,Moderada
7.950006,101480,99,-7.399999,12.4,138,11.7,14.4,9.09,6.37,100873.990895,7.8,-266.65,-265.95,Moderada
8.550012,101470,96,-2.099998,13.200002,159,10.6,12.9,10,6.46,100873.990895,7.9,-266.55,-265.75,Moderada
8.349969,101940,92,-0.399998,9.600001,173,6.2,7.7,10,6.87,100873.990895,6.9,-266.55,-266.55,Moderada
8.149988,102010,93,-0.899998,5.6,156,2.1,3.1,8.33,6.86,100873.990895,6.8,-266.45,-266.55,Moderada
7.950006,101950,96,-0.9,6.200002,155,5.7,6.6,8.33,7.17,101310.033708,7,-266.45,-266.35,Media
7.749994,101760,97,-0.9,10.200002,168,9.5,10.9,10,6.41,100873.990895,7.4,-266.45,-265.95,Moderada
7.149988,101910,100,3.6,8.700003,230,10.2,13.2,7.14,5.98,100873.990895,7.1,-266.45,-266.35,Moderada
6.249994,102280,96,6.300002,2.600002,234,4.6,5.7,9.09,6.5,101310.033708,6.6,-266.55,-268.15,Media
5.85,102590,92,4.600001,-0.599997,208,6.7,8,9.09,6.71,101310.033708,6.5,-266.55,-267.75,Media
5.749994,102810,93,4.000001,1.3,235,5.9,7.3,10,6.43,101310.033708,6.2,-266.35,-268.45,Media
5.450006,103010,90,4.000001,0.8,298,3.3,3.9,9.09,6.56,101310.033708,5.4,-266.35,-268.75,Media
5.249963,103110,93,-1.2,2.8,178,1.6,2.4,9.09,6.26,101310.033708,4.2,-266.35,-269.75,Media
5.450006,102910,86,-8.099998,6.2,122,4.3,5.8,9.09,6.84,101310.033708,4.3,-266.35,-269.95,Media
6.35,102380,92,-13.499998,7,121,9.7,11.8,9.09,5.07,101310.033708,6.1,-266.35,-269.25,Media
6.949976,101850,97,-9.899999,8.200002,119,13,16.8,6.25,5.41,100873.990895,6.2,-266.35,-268.85,Moderada
7.649988,101750,94,-3.7,8.500002,123,10.6,12.3,9.09,6.38,100873.990895,6.5,-266.35,-267.15,Moderada
7.550012,101560,92,-4.1,6.3,154,4.5,5.5,10,6.7,100873.990895,6.6,-266.35,-266.85,Moderada
7.149988,101480,99,-2.7,-1.3,99,1.6,2.4,10,6.86,101310.033708,6.7,-266.35,-266.75,Media
7.049982,101810,99,-2.8,-8,14,5.3,6.4,10.81,6.95,100873.990895,6.5,-266.35,-266.85,Moderada
6.149988,102350,99,-1.6,-13.5,36,10.4,12.4,10.81,5.82,101310.033708,6.5,-266.45,-267.95,Media
6.749963,102860,77,-0.2,-12.8,12,7.7,9.4,10.81,5.97,101310.033708,6.7,-266.45,-268.85,Media
6.749994,103170,70,2.4,-10.2,340,7.4,9.8,10.81,5.48,101310.033708,5.8,-266.45,-271.55,Media
6.550012,103360,71,1.9,-7.9,333,5.3,7.1,10,5.6,101779.551724,5.5,-266.45,-272.75,Baja
6.349969,103360,69,5.8,-6.3,312,5.7,7.3,10,5.22,101779.551724,5.3,-266.45,-271.15,Baja
5.149988,103360,72,5.400002,-5.2,297,4.4,6.2,10.81,5.48,101779.551724,4.8,-266.55,-271.35,Baja
5.450006,103310,72,3.5,-1.9,294,2.8,4.2,9.09,5.52,101779.551724,4.8,-266.45,-271.45,Baja
3.949976,103250,70,3.4,0.2,268,2.7,5.3,10,5.99,101779.551724,4,-266.45,-272.05,Baja
4.149988,103150,76,4.500001,4.1,237,5.2,6.7,7.69,4.68,101779.551724,4.6,-266.45,-271.55,Baja
5.549982,103040,87,6.300002,5.900002,209,7.2,8.4,3.7,4.15,101779.551724,6,-266.45,-267.95,Baja
6.85,102890,90,6.500001,7.100003,225,7.7,9.2,5.56,4.51,101310.033708,6.8,-266.45,-266.85,Media
6.550012,102760,99,10.400002,4,245,9,10.4,6.25,4.87,101310.033708,6.9,-266.45,-266.55,Media
6.149988,102900,100,8,-2.599998,295,6.1,7.3,6.67,4.81,101779.551724,6.6,-266.45,-266.85,Baja
5.950006,103040,98,4.300003,-4.199997,337,4.5,5.6,6.25,5.01,101779.551724,5.8,-266.45,-267.65,Baja
5.149988,103180,100,1.000002,-1.099998,61,2.9,3.6,10.81,5.64,101779.551724,5.2,-266.25,-268.45,Baja
6.249963,103050,91,-2.6,1.500003,114,5,6,11.43,5.7,101779.551724,5.2,-266.25,-268.25,Baja
6.949976,102780,83,-2.599998,4.000003,126,7.2,8.5,10.81,4.48,101779.551724,5.3,-266.45,-268.15,Baja
6.949976,102430,92,-6.3,8.900002,132,8.7,10.5,3.85,4.33,101310.033708,5.9,-266.45,-267.75,Media
7.049982,102040,95,-3.299999,9.9,140,9.8,11.2,5.26,4.54,101310.033708,6.5,-266.55,-267.35,Media
6.950006,101990,97,5.100001,7.800003,237,9.1,10.9,7.14,5.35,101310.033708,6.3,-266.55,-267.25,Media
6.249994,102240,96,8.400002,4.800002,250,7.6,9.2,8.33,5.73,101310.033708,6.9,-266.55,-268.25,Media
5.950006,102320,94,5.1,4.3,223,5.5,7.6,9.09,5.8,101310.033708,6.1,-266.45,-268.15,Media
6.050012,102230,96,1.700001,6.7,195,3.4,4.3,8.33,6.35,101310.033708,5,-266.45,-268.75,Media
5.550012,101790,99,-2.2,9.2,153,7.3,8.9,9.09,5.55,101310.033708,5.8,-266.45,-267.95,Media
6.049982,101520,91,3.5,9.600001,177,7.1,9,9.09,5.38,101310.033708,6.5,-266.45,-267.35,Media
5.149988,101410,92,6.7,6.7,233,9.5,12.4,5.88,5.29,101310.033708,6.1,-266.45,-268.95,Media
5.649988,101360,87,7.700002,9,235,6.5,8.7,7.14,5.7,101310.033708,5.9,-266.15,-270.45,Media
5.950006,101140,85,3.600002,8.700002,191,7.4,9.6,7.14,5.64,101779.551724,5.9,-266.15,-269.35,Baja
5.049982,100890,88,3.300002,6.500001,206,4.6,6.2,6.25,5.46,101310.033708,4.7,-266.15,-270.45,Media
5.35,101050,86,4.900002,3.700001,8,0.2,0.6,7.14,6.26,101310.033708,5.2,-266.15,-270.95,Media
6.450006,101480,85,7.600001,2.400002,274,4.4,5.4,12.9,6.84,101310.033708,6.4,-266.05,-270.95,Media
5.950006,102010,86,5.2,2.500001,227,3.4,4.6,7.14,6.36,101779.551724,6.2,-266.15,-272.75,Baja
5.950006,102380,79,1.900002,2.600002,176,2.5,3.6,9.09,6.66,101779.551724,6.1,-266.25,-271.35,Baja
5.85,102610,75,-2.1,0.8,178,1.6,2.3,8.33,6.18,101779.551724,5.2,-266.15,-268.85,Baja
5.85,102690,80,-6.299998,1.5,122,4.1,4.9,16,7.39,101779.551724,6.5,-265.95,-269.35,Baja
6.249994,102610,94,-7.699998,2.1,127,5.3,6.3,16,5.91,101779.551724,6.6,-266.05,-268.05,Baja
6.949976,102540,98,-5.999999,3,143,5.8,7.3,10,6.14,101310.033708,6.7,-266.15,-266.85,Media
7.349969,102330,93,0.500002,5.7,165,4.2,4.7,10,6.14,101310.033708,6.8,-266.15,-266.65,Media
6.249994,102160,97,8.7,4.600001,223,4.3,5.1,12.12,9.04,101310.033708,7,-266.05,-266.45,Media
5.85,102130,90,9.9,2.500001,246,6.4,7.6,10.81,7.35,101310.033708,6.9,-266.15,-266.45,Media
5.950006,102070,75,10.500002,-1.499998,261,7.6,9.2,10.81,5.89,101310.033708,6.4,-266.15,-268.05,Media
4.349969,102050,68,8.4,-5.999999,300,9.7,11.8,10,5.84,101310.033708,5.6,-266.25,-274.25,Media
3.649988,102080,60,9.400002,-6.2,304,7.6,9.2,8.33,5.44,100873.990895,4.7,-266.15,-273.65,Moderada
1.35,102150,63,9.000002,-6.399999,292,9.4,11.7,10,6.17,100873.990895,4.6,-266.25,-276.85,Moderada
1.249963,102090,71,9.500002,-2.9,291,8,9.4,8.33,6.41,100873.990895,3.8,-266.25,-276.15,Moderada
1.549982,102040,76,8.800001,-2.6,258,7.1,9.9,11.43,7.2,100873.990895,4,-266.25,-277.75,Moderada
1.950006,101950,72,11.3,-1.4,275,12.8,15.6,8.33,5.66,100873.990895,3.6,-266.25,-277.25,Moderada
-0.350012,101860,76,8.5,-7.199998,284,7.5,9.8,9.09,6.53,100873.990895,1.1,-266.35,-279.85,Moderada
-0.650031,101740,73,5.1,-6.499999,299,8,9.8,10,6.52,100873.990895,1.3,-266.35,-280.35,Moderada
-0.549994,101620,76,0.3,-8.899999,339,4.5,6.1,10,6.85,101310.033708,1,-266.45,-280.55,Media
0.849969,101190,74,-4.899999,-8.599998,41,6,9,10.81,6.67,101310.033708,1.4,-266.35,-280.75,Media
1.149988,100740,75,-9.099997,-9.1,37,8.3,10.6,7.69,5.58,101310.033708,1.7,-266.45,-279.55,Media
1.649988,100100,79,-8.699997,-10.499998,41,10.8,12.5,6.67,4.74,101310.033708,1.4,-266.45,-278.45,Media
2.85,99560,71,-10.5,-15.599997,47,12.6,14.9,6.25,4.96,100873.990895,3,-266.45,-275.85,Moderada
4.249963,98870,76,-5.599998,-17.9,29,15.3,18.9,7.69,6.01,100716.26556,2.7,-266.65,-276.05,MuyAlta
5.149988,98530,80,0.100002,-15.599998,10,14.7,18.5,9.09,6.57,100873.990895,3.1,-266.55,-275.15,Moderada
