@relation AlturaOla-Test-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
284.5,101910,-2.599998,70,5.7,6.8,14.81,4.4,12,8.949392,Baja
283.700012,101820,-2.499999,82,4.6,5.4,13.79,4.21,11.8,8.949392,Baja
284,101690,-1.799999,80,5.6,6.6,13.79,4.11,11.8,8.949392,Baja
284.200012,101650,0.2,79,5.3,6.1,14.81,4.35,11.7,8.949392,Baja
284.399963,101720,2.900002,112,6.5,8,3.85,3.68,11.9,8.949392,Baja
283.699982,101640,6.7,130,7.7,8.9,7.69,4.81,11.8,7.092061,Media
284.100006,101700,6.300002,122,6.8,8,7.14,5.06,11.7,7.092061,Media
284,101680,7.900002,145,7.5,8.7,7.69,5.11,11.7,7.092061,Media
283.700012,101820,7.800002,160,8,9.4,7.69,4.82,11.8,8.949392,Baja
283.799988,101880,6.600001,150,5.7,6.6,6.25,5.12,11.6,8.949392,Baja
283.399994,101950,5.1,162,3.5,4,12.9,4.83,11.6,8.949392,Baja
284.100006,101850,3.600002,132,3.2,3.6,12.9,5.92,11.7,8.949392,Baja
284,101910,3.300002,139,1.2,1.5,12.9,5.05,12.8,8.949392,Baja
283.600006,101810,1.100002,247,1.6,2.1,12.9,5.89,12.9,8.949392,Baja
283.299988,101750,2.200001,261,2.8,3.3,13.79,5.98,12.4,8.949392,Baja
283.899994,101800,3.200001,258,2.5,3.3,12.9,6.43,12,8.949392,Baja
284.600006,101780,4.3,193,4.7,5.8,12.9,5.95,12.4,8.949392,Baja
284.399994,101580,6.000001,160,5.2,5.9,8.33,4.35,12.3,8.949392,Baja
284,101400,5.100001,132,7.6,8.9,4.76,4.24,12.1,7.092061,Media
284.899994,101280,4.700002,117,9.1,11.1,7.14,4.81,11.9,7.092061,Media
285.100006,101180,3.200001,109,7,8.5,7.69,5.08,11.9,8.949392,Baja
284.5,100940,3.6,229,4.2,5,7.69,5.99,11.9,7.092061,Media
283.299988,100880,2.9,251,8,9.2,7.14,5.1,11.9,7.092061,Media
284.099976,100930,0.6,225,4.5,5.5,7.69,5.9,11.9,8.949392,Baja
285,101120,-1.6,197,2.3,2.7,7.69,5.78,12.4,8.949392,Baja
284.499969,101130,-3.5,58,1.3,2,7.14,6.24,12.5,7.092061,Media
284.299988,101230,-4.199998,79,2,2.9,7.14,6.35,12.3,8.949392,Baja
285.399994,101330,-5.499999,20,5.1,6.4,8.33,5.3,12.2,8.949392,Baja
285.700012,101390,-4.7,27,6,7,7.69,5.08,12.7,8.949392,Baja
285.200012,101520,-6.899999,21,7,9.1,7.69,4.76,12.4,8.949392,Baja
284.799988,101640,-6.799998,10,4.3,5.1,7.14,4.68,12.1,8.949392,Baja
285.100006,101800,-7,339,5.7,7.1,7.14,4.72,12.3,8.949392,Baja
285.199982,101870,-4.399999,278,1.6,2,7.14,4.98,12.7,8.949392,Baja
284.799988,101900,-0.999998,268,4.7,5.4,13.79,5.03,12.6,8.949392,Baja
284.200012,101970,1.900003,203,1.4,1.9,5.88,5.15,12.6,8.949392,Baja
285.099976,102040,2.300002,170,2.4,2.9,16,5.5,12.7,8.949392,Baja
284.899994,102070,3.400002,162,2.6,3.2,16,5.96,13.5,8.949392,Baja
285.399994,102050,2.800002,171,2.1,2.5,17.39,6.27,13.2,8.949392,Baja
284.299988,102000,1.8,275,3.4,4,14.81,6.65,13,8.949392,Baja
284.799988,101900,3.000001,215,3.2,4.4,14.81,6.08,12.8,8.949392,Baja
284.799988,101930,4.800002,185,3.7,4.6,13.79,6.28,13,8.949392,Baja
284.299988,101860,4.100001,243,4.6,5.7,14.81,5.48,12.8,8.949392,Baja
283.5,101870,4.800002,232,4.2,5.6,13.79,5.37,12.8,8.949392,Baja
284.399963,102010,3.2,252,2.3,3.4,13.79,5.47,12.8,8.949392,Baja
284.699982,102240,2.8,212,3.3,4.3,14.81,5.25,13.1,8.949392,Baja
284.499969,102360,3.2,219,3.6,4.3,14.81,6.09,13.1,8.949392,Baja
283.799988,102530,1.5,184,2.8,3.4,14.81,6.45,13.1,8.949392,Baja
284.599976,102610,0.7,162,2.6,3.1,13.79,6.51,13.1,8.949392,Baja
285.700012,102670,0.600002,226,2.9,3.5,13.79,6.34,13.8,8.949392,Baja
285.299988,102550,-0.799998,251,3.7,4.3,13.79,5.96,13.6,8.949392,Baja
284.399994,102420,1.300002,270,2.6,3.5,13.79,6.21,13.4,8.949392,Baja
284.699982,102210,1.8,235,3.7,4.5,13.79,5.43,13.2,8.949392,Baja
285.100006,102030,5.900002,219,5.7,6.5,5.56,3.71,13.5,8.949392,Baja
284.699982,101670,9.2,204,7.3,9.4,5.26,4.11,13,7.092061,Media
284.799988,101310,11.900002,187,8.8,10.3,6.25,4.65,12.8,7.092061,Media
284.799988,101000,11.600001,160,9.7,11.7,6.25,5.15,12.6,4.816162,Moderada
284.799988,100890,12,166,12.2,14.9,6.67,5.36,12.4,4.816162,Moderada
284.899994,100600,10.200002,150,10.7,12.9,7.69,5.51,12.4,4.816162,Moderada
285.099976,100520,8.8,129,11.8,14,7.14,5.25,12.4,4.816162,Moderada
285.299988,100440,7.600001,128,11.9,14.6,7.14,5.66,11.9,4.816162,Moderada
285.499969,100520,7.000001,126,9.9,11.7,7.69,5.73,12.1,7.092061,Media
285.200012,100450,4.5,122,10.5,12.9,7.14,5.38,12.2,4.816162,Moderada
285.099976,100340,1.800003,93,11.5,14.1,7.69,5.43,12,4.816162,Moderada
285.5,100250,1.2,94,11.5,13.9,7.69,5.46,12,7.092061,Media
285.299988,100370,0.2,81,7.5,8.9,7.69,5.73,12,7.092061,Media
285.399963,100330,-1.499998,70,3.4,4.1,7.69,5.88,12,7.092061,Media
285.399963,100500,-3.599998,21,5.2,6.1,7.69,5.84,12.3,7.092061,Media
285.5,100930,-4.099997,21,6.5,7.8,7.69,5.16,12.2,7.092061,Media
286,101400,-3.899998,23,6,7.2,6.67,5.26,12.5,8.949392,Baja
285.700012,101930,-2.899998,40,3.2,3.6,7.69,5.82,12.7,8.949392,Baja
285.200012,102180,-1.099998,47,1.8,2.2,6.67,5.63,12.5,8.949392,Baja
285.399963,102340,0.900002,75,2.4,3,7.14,6.29,12.9,8.949392,Baja
285.799988,102420,1.4,99,5,6.4,9.09,4.74,13,8.949392,Baja
285.600006,102270,1,99,5.1,6.3,6.25,4.99,12.9,8.949392,Baja
284.999969,102210,0.400002,87,5.3,6.5,10.81,4.34,12.9,8.949392,Baja
285.799988,102130,-0.499998,75,4.8,5.9,12.12,4.64,13,8.949392,Baja
286.099976,102010,-0.999998,96,5,5.7,10.81,4.23,12.9,8.949392,Baja
285.799988,101790,0.2,83,3.8,4.7,5.56,4.87,12.8,8.949392,Baja
284.699982,101690,-1.499998,95,5.9,8.2,5,4.07,12.8,8.949392,Baja
284.999969,101640,-4.499999,25,4.9,5.7,4.76,4.26,12.9,8.949392,Baja
285.199982,101660,-5.1,347,4.3,5.1,6.25,4.64,13.2,8.949392,Baja
284.799988,101670,-4.1,2,4.8,6,5.26,4.43,13.2,8.949392,Baja
284.200012,101630,-1.799997,312,2.4,3,5,4.56,13.1,8.949392,Baja
284.699982,101610,0.700002,265,2.9,3.4,9.09,5.11,13.2,8.949392,Baja
284.700012,101630,4.500001,193,3.6,4.4,8.33,5.45,13.6,8.949392,Baja
284.5,101510,5.900002,194,5.8,7.5,7.69,4.2,13.3,8.949392,Baja
284.599976,101390,5.900002,165,5.4,6.5,6.67,4.44,13.2,8.949392,Baja
285.299988,101320,6.300002,148,6.7,8.1,4,3.84,13.2,8.949392,Baja
285.899994,101350,5.300002,124,5.3,6.4,4.55,4.09,13.3,8.949392,Baja
285.799988,101300,4.800003,129,5.2,6.1,5.26,4.1,13.3,8.949392,Baja
285.199982,101260,2.8,131,3.7,4.5,5.56,4.73,13.2,8.949392,Baja
285.700012,101210,2.8,122,6.6,7.6,4,3.99,13.2,8.949392,Baja
286.100006,101060,-0.099998,94,6.4,7.3,6.25,4.17,13.2,8.949392,Baja
285.899963,100730,-4.1,72,5.4,6.3,4.55,4.31,13.2,8.949392,Baja
285.200012,100400,-7.2,59,5.4,6.4,4.55,4.17,13.1,8.949392,Baja
285.799988,100460,-9.099997,18,5.4,6.2,5.56,4.57,13.1,7.092061,Media
285.700012,100740,-6,3,4.8,5.7,8.33,6.05,13.3,7.092061,Media
285.799988,100990,-2.5,5,0.4,1,8.33,5.95,13.4,7.092061,Media
285.700012,101300,0.300002,61,2.5,3.4,8.33,6.44,13.4,8.949392,Baja
286.399994,101620,3.3,73,3.4,4.1,8.33,5.95,13.5,8.949392,Baja
286.5,102070,5,154,2.9,3.3,6.67,5.86,14.2,8.949392,Baja
286.299988,102310,5.3,184,4.4,5.3,7.69,5.49,14.1,8.949392,Baja
285.600006,102560,3.800002,138,4.3,4.9,6.67,4.75,13.9,8.949392,Baja
286.399994,102650,1.3,117,6.9,7.8,6.67,4.19,13.8,8.949392,Baja
286.600006,102550,3.100003,105,9,10.8,5.88,4.47,13.9,7.092061,Media
286.499969,102320,5.500001,102,10,12,5.88,4.74,13.8,7.092061,Media
285.899994,102410,6.4,129,6.7,7.9,7.14,5.29,13.6,8.949392,Baja
286.700012,102420,6.600001,119,6.8,8,6.25,4.79,13.6,8.949392,Baja
286.899994,102380,7.700002,158,7,8.3,6.25,4.43,13.7,8.949392,Baja
286.200012,102370,5.2,170,5.2,6.2,6.67,4.85,13.7,8.949392,Baja
285.600006,102450,2.6,166,2.1,2.6,7.14,5.1,13.8,8.949392,Baja
286.599976,102630,0.000002,306,1.4,1.9,8.33,5.55,13.9,8.949392,Baja
286.700012,102800,0.000002,317,3.2,4.1,14.81,6.31,14.3,8.949392,Baja
286,102890,-1.599998,297,2.2,3.5,7.69,6.68,14.2,8.949392,Baja
285.200012,103050,0.1,56,1.6,2.2,16,7.23,14.1,8.949392,Baja
285.899994,103100,2.1,189,1.3,1.9,16,7.03,14.2,8.949392,Baja
286.200012,103160,0.400002,298,0.4,1.3,14.81,6.81,14.6,8.949392,Baja
285.799988,103020,1.7,144,1.6,2.3,16,7.91,14.8,8.949392,Baja
285.299988,102960,1.100002,130,2.4,3,16,8.08,14.5,8.949392,Baja
286.100006,102810,0.300002,143,1.8,2.6,16,8.88,14.3,8.949392,Baja
286.199982,102610,1.4,99,3.2,4.4,16,7.67,14.8,8.949392,Baja
285.200012,102290,0.900002,148,2.6,3.7,16,7.72,14.7,8.949392,Baja
285.899994,102050,1.200001,126,2.6,3.4,14.81,7.03,14.6,8.949392,Baja
285.799988,101890,1.200003,207,1,1.7,14.81,7.67,14.6,8.949392,Baja
285.899994,101830,1.900002,224,2.2,3,14.81,7.02,14.9,8.949392,Baja
285.199982,101870,2.4,265,3.4,4.1,13.79,6.77,14.8,8.949392,Baja
285.299988,101850,2.400002,210,1.4,2.5,14.81,7.71,14.8,8.949392,Baja
285.399994,101910,2.500001,230,2.3,3.9,14.81,7.19,14.8,8.949392,Baja
286.200012,102000,3.900002,192,3.5,4.1,14.81,8.14,15,8.949392,Baja
286,101890,5.900002,137,5.8,6.7,13.79,5.19,15,8.949392,Baja
286.200012,101900,5.8,138,5.5,6.6,14.81,4.98,14.6,8.949392,Baja
286.899994,101910,6.1,143,5.2,6.1,13.79,4.87,14.6,8.949392,Baja
287.700012,102080,6.8,145,4.6,5.5,14.81,5.41,14.7,8.949392,Baja
286.5,102210,4.7,231,5.4,6.8,14.81,4.7,14.7,8.949392,Baja
286.299988,102360,2.9,193,2.2,2.7,14.81,5.37,14.5,8.949392,Baja
286.399994,102320,4.1,162,3.1,3.6,13.79,5.83,14.6,8.949392,Baja
286.799988,102230,3.900002,129,4,5,13.79,5.96,14.8,8.949392,Baja
286.699982,102060,6.5,137,5.2,6.2,12.9,4.89,14.5,8.949392,Baja
286.899994,101920,6.9,156,6.1,7.4,7.69,5.34,14.4,8.949392,Baja
286.899963,101790,8.700002,170,5.7,6.6,8.33,5.23,14.7,7.092061,Media
286.799988,101850,6.100003,174,5.8,6.6,7.69,5.33,14.7,8.949392,Baja
286.200012,101900,3.9,218,2.3,2.8,8.33,5.92,14.8,7.092061,Media
286,101790,2.200001,242,3.3,4.1,8.33,5.93,14.6,8.949392,Baja
286.399994,101730,2.4,57,0.7,1.3,8.33,6.64,14.9,8.949392,Baja
287.100006,101540,2,34,4.3,5.1,7.69,6.47,15.1,8.949392,Baja
286.899994,101130,6.200002,135,8,9.5,7.69,4.84,14.7,8.949392,Baja
286.799988,100750,6.800003,147,6.2,7.3,6.25,4.79,14.5,8.949392,Baja
286.399994,100490,5.800003,197,6.5,7.8,6.25,4.76,14.6,8.949392,Baja
287.100006,100220,5.4,144,4.6,5.5,5.88,4.86,14.6,8.949392,Baja
286.699982,99930,2.700001,198,6.4,7.4,8.33,5.06,14.7,8.949392,Baja
286.399963,99600,0.100002,188,3.7,4.3,6.67,5.43,14.4,8.949392,Baja
286.799988,99690,-3.599998,312,7.6,9.2,5.88,5.54,14.5,4.816162,Moderada
286.899963,99980,-3.4,298,13.2,15.6,7.14,5.56,14.3,4.816162,Moderada
286.899963,100170,-0.899997,284,10.2,12.6,7.69,6.2,13.6,7.092061,Media
286.199982,100370,3,266,10.4,12.4,7.69,5.16,13.6,7.092061,Media
286.399963,100610,5.100003,245,9.1,11.4,7.14,5.38,13.5,4.816162,Moderada
286.399994,100720,6.100001,241,7.6,9.3,8.33,6.04,14,7.092061,Media
286.299988,100850,2.100003,282,6.5,8,7.69,6.15,14.1,7.092061,Media
285.799988,100850,0.6,290,4.4,5.3,8.33,6.06,13.6,7.092061,Media
286.100006,101020,0.1,297,1.6,2.2,7.69,6.15,14,8.949392,Baja
286.299988,101120,2.1,224,3.3,3.9,8.33,5.83,14.3,8.949392,Baja
285.700012,100950,5.3,166,5.7,6.8,7.69,5.13,14.3,7.092061,Media
286.599976,100220,7.8,121,10.3,12.7,10,5.04,14.3,7.092061,Media
287.299988,99840,6.100001,194,5.7,7.2,5.56,5.41,13.9,7.092061,Media
287.700012,100080,-0.499998,272,3.6,4.8,10.81,6.48,14.3,4.816162,Moderada
287.499969,100310,-2.699998,334,9.3,11,10,6.25,14.4,4.816162,Moderada
286.100006,100760,-1.299999,293,8.3,9.8,10.81,6.75,14.6,7.092061,Media
286.100006,101090,3.600002,252,7.2,8.7,10.81,6.38,14.6,7.092061,Media
286.399994,101200,8,237,8.4,10,10.81,6.13,14.8,7.092061,Media
286.299988,100980,7.900002,212,8.2,9.7,10.81,5.64,14.7,7.092061,Media
285.299988,100640,5.000001,193,3.4,4.3,10.81,6.44,14.7,7.092061,Media
285.799988,100530,1.700001,304,5.6,7.3,9.09,6.28,14.5,7.092061,Media
286,100580,3.800002,266,6.2,7.1,9.09,5.88,14.6,7.092061,Media
285.599976,100640,3.900002,238,4.2,5.2,7.69,5.78,14.5,7.092061,Media
285.099976,101020,0.500002,260,7.3,8.6,7.69,5.82,14.6,7.092061,Media
286.200012,101330,3.300002,270,7.5,9.1,10,5.78,14.5,7.092061,Media
286.5,101480,8.4,230,7.5,8.8,9.09,6.26,14.7,7.092061,Media
286,101380,7.900003,235,8.1,9.7,10,6.27,14.6,7.092061,Media
285.499969,101270,7.1,236,8.9,10.4,10,6.12,14.6,7.092061,Media
286.200012,101310,5.1,245,7.5,9,7.14,5.79,14.5,7.092061,Media
285.899963,101200,2.7,237,8.4,9.7,10,5.97,14.5,7.092061,Media
285.699982,101130,3.200001,179,3.2,4,7.69,6.01,14.4,7.092061,Media
286.199982,100810,6.6,141,6.3,7.4,9.09,5.89,14.2,8.949392,Baja
286.799988,100360,10.3,123,8,9.4,7.69,4.66,14.2,8.949392,Baja
288,100170,10.700002,181,7.8,9.7,4.55,4.63,14.2,7.092061,Media
286.5,100160,10.300001,231,10.7,12.9,6.67,5.41,14.2,4.816162,Moderada
286.5,100200,8.300001,208,9,10.9,8.33,6.1,14.1,7.092061,Media
286.799988,100300,7.600001,198,7.7,9,7.69,5.89,14.2,7.092061,Media
287,100300,7.800003,174,7.2,8.5,8.33,5.66,14.3,7.092061,Media
286.299988,100220,5.700002,262,3.4,4.2,7.69,6.18,14.3,7.092061,Media
284.999969,100100,6.500001,199,3.9,5,8.33,5.88,14.2,7.092061,Media
285.700012,99920,5.7,153,3.7,4.5,7.69,6.14,14.2,7.092061,Media
286.899994,100000,-1.5,41,3.6,4.6,9.09,6.25,14.7,7.092061,Media
286.5,100250,-6.699998,22,6.5,7.6,9.09,5.72,14.5,7.092061,Media
286.399994,100620,-7.599998,8,7.2,8.7,10,5.65,14.4,7.092061,Media
286.799988,101030,-5.699998,350,5.1,6.1,9.09,5.66,14.4,7.092061,Media
286.799988,101290,-0.799997,328,1.9,2.5,8.33,5.82,14.8,8.949392,Baja
286.200012,101110,5.400002,191,4.6,5.4,7.69,6.51,14.6,7.092061,Media
286,100640,10.000002,184,8.2,10.3,7.14,5.16,14.3,7.092061,Media
286.100006,100260,8.8,186,9,10.8,5.88,5.13,14.4,7.092061,Media
286.100006,100310,5.6,245,6.4,7.4,7.69,5.17,14.4,7.092061,Media
286.200012,100260,7.2,227,7.9,9.6,7.14,5.26,14.4,7.092061,Media
285.399994,100150,9.4,205,8,9.8,7.69,5.5,14.3,7.092061,Media
286.399994,99990,7.8,205,8.6,10.2,8.33,6.05,14.3,7.092061,Media
286.299988,100120,4.300002,240,9.8,12.7,9.09,5.94,14.4,7.092061,Media
286.200012,100330,7.000001,232,8.1,9.8,10.81,5.97,14.8,4.816162,Moderada
285,100370,10.900002,231,10.2,12.4,7.14,6.06,14.2,4.816162,Moderada
285.600006,100620,11.600001,213,12.1,14.4,9.09,6.15,14,4.809354,MuyAlta
285.599976,100930,10,210,12.4,15.9,10,7.08,14,4.816162,Moderada
285.700012,101270,7.700002,222,9.1,11.4,10.81,6.77,14.1,4.816162,Moderada
285.099976,101450,7.7,226,9.1,10.8,9.09,6.49,14.2,7.092061,Media
285.799988,101610,7.6,230,5.7,7.1,9.09,5.95,14.3,7.092061,Media
285.799988,101730,5.100001,218,6.6,7.9,7.69,5.77,14.3,7.092061,Media
285.899994,101520,4.200002,161,4.5,5.4,8.33,6.06,14.3,7.092061,Media
286.399994,100910,6.9,90,11.1,13.1,4.17,4.66,14.3,8.949392,Baja
287.700012,100450,16.300001,153,8.8,10.4,5.26,4.76,14.2,4.816162,Moderada
287.799988,100180,18.700001,149,13.3,17.1,7.69,6.24,14.2,4.809354,MuyAlta
286.999969,99910,13.8,156,13.7,17,10.81,6.99,14.2,4.809354,MuyAlta
287.299988,99630,11.8,136,15.5,18.9,10,7.04,14.1,4.816162,Moderada
286.299988,99540,8.2,167,6.9,8.2,10.81,7.16,14.1,4.816162,Moderada
286.5,99480,7.200002,215,4.2,5.8,10,6.91,14.1,4.816162,Moderada
285.799988,99630,4.500003,247,8.6,10.5,9.09,6.36,14.2,4.816162,Moderada
285.399994,99880,9.300001,224,8.8,10.7,9.09,6.67,14.1,4.816162,Moderada
286,99860,15.300003,179,12.1,15.1,8.33,6.15,13.8,4.816162,Moderada
286.299988,99900,14.1,204,10.6,12.8,8.33,6.77,13.8,4.816162,Moderada
285.899994,100030,10.4,201,7.7,9.7,9.09,6.86,14,4.816162,Moderada
285.399994,100340,9.000002,216,10.4,12.1,9.09,6.46,14,4.816162,Moderada
286,100500,7.900002,203,8,9.6,9.09,6.15,13.9,7.092061,Media
286,100600,6.4,213,7.7,9.2,8.33,5.77,13.2,7.092061,Media
285.600006,100850,3.000001,218,6.6,8.6,7.69,6,12.7,7.092061,Media
285.100006,101160,2.800002,269,7.3,8.6,7.69,5.5,13.2,7.092061,Media
285.399994,101500,3.600002,243,7.2,8.7,7.14,5.71,13,7.092061,Media
284.999969,101580,2.100002,224,4.7,6.1,8.33,6.1,13.1,7.092061,Media
284.5,101670,1.700001,269,7.2,8.6,8.33,6.22,13.8,7.092061,Media
283.999969,101720,1.6,260,5.4,6.7,8.33,5.83,13.7,7.092061,Media
284.5,101880,2.3,238,2.5,3.3,7.69,6.33,13.9,8.949392,Baja
285,101890,4.200002,158,3.7,4.6,6.67,5.43,14.2,8.949392,Baja
285.200012,101550,6.500001,113,8,10.4,6.67,4.32,13.9,7.092061,Media
285.700012,101240,8.1,119,11.3,13.2,5.88,4.85,13.7,4.816162,Moderada
286.200012,100550,9.300001,114,14.9,18.5,7.69,6.03,13.4,4.816162,Moderada
287.100006,100280,13.600001,134,12.1,14.9,9.09,6.49,13.2,4.816162,Moderada
286.600006,100530,10.900003,155,10.2,12.4,9.09,6.36,13.2,4.816162,Moderada
286.100006,100680,10.300001,163,10.1,12,12.12,6.39,13,4.816162,Moderada
287.100006,100900,8.9,196,6.5,8.4,8.33,7.05,12.9,4.816162,Moderada
286.100006,101060,4.7,129,3.5,4.5,12.12,7.99,12.7,4.816162,Moderada
286.199982,100670,2.6,37,5.4,7.2,12.9,7.88,12.9,4.816162,Moderada
287,100230,6.700002,124,8,10,11.43,6.93,12.9,4.816162,Moderada
288.200012,99590,13.4,130,13.3,16.6,6.67,5.89,12.7,4.809354,MuyAlta
286.5,100050,15.2,214,11.5,14.6,9.09,6.93,12.7,4.816162,Moderada
285.399994,100770,6.6,190,7.6,10,9.09,7.25,12.6,4.816162,Moderada
285.5,101030,4.6,190,4.9,6,9.09,6.55,12.8,4.816162,Moderada
285.200012,101010,3.4,119,2.1,2.9,9.09,6.84,12.7,7.092061,Media
285.999969,100890,2.6,195,1.9,2.6,7.69,5.9,13,7.092061,Media
285,100760,6.200002,214,4,4.9,8.33,6.38,12.8,7.092061,Media
285.699982,100810,9,187,4.8,5.9,8.33,6.43,12.7,8.949392,Baja
285.399994,100630,10.1,193,7.4,8.6,7.14,5.27,13.1,7.092061,Media
286.100006,100300,11.000002,160,9.1,11.5,6.25,5.52,12.5,7.092061,Media
285.399963,100150,9.100001,200,7.2,8.8,6.67,5.89,12.6,7.092061,Media
285.399994,99940,8.000002,197,6.2,7.8,7.14,5.6,12.7,7.092061,Media
285,99860,6.3,207,5.6,6.7,8.33,6.64,12.7,7.092061,Media
285.299988,99670,6.4,215,5.4,6.2,7.14,5.91,12.7,7.092061,Media
285.100006,99710,3.700001,229,4,4.9,12.9,7.05,12.7,7.092061,Media
284.799988,99820,2.600003,246,6.1,7.3,8.33,6.49,12.8,7.092061,Media
285.299988,100140,2.500001,246,5.7,7.2,10,6.5,12.7,7.092061,Media
285.899963,100530,3.7,264,5.9,7.9,10,6.27,12.8,7.092061,Media
285.100006,100780,3.1,269,8.4,9.8,7.69,5.56,12.8,7.092061,Media
284.700012,100940,6.2,228,6.9,8.8,6.67,5.87,12.8,7.092061,Media
285.099976,100950,3.3,177,2.6,3.4,10,6.03,12.8,7.092061,Media
285.299988,100950,2.9,239,3,3.7,7.69,6.04,12.9,8.949392,Baja
284.699982,101010,3.1,207,3.3,4.1,10,6.11,12.6,8.949392,Baja
284.599976,101250,0.100002,236,3.4,4.5,7.69,6.07,12.7,8.949392,Baja
285.200012,101710,-1.1,306,6.1,7.3,10,5.81,12.7,8.949392,Baja
285.399994,102020,-0.899997,288,3.8,4.4,9.09,6.21,13,8.949392,Baja
284.700012,102280,-1.7,305,3.5,4.1,8.33,6.47,12.7,8.949392,Baja
284.299988,102580,-1.499997,287,2.7,3.2,7.69,6.69,12.7,8.949392,Baja
284.700012,102840,-0.899998,264,2.4,3.5,7.69,6.12,12.9,8.949392,Baja
284.899994,102910,0.6,244,3.3,3.9,7.69,6.51,13.1,8.949392,Baja
284.799988,102930,0.300003,273,2.2,2.8,8.33,6.11,13,8.949392,Baja
284.299988,102970,2.400002,274,2.3,3,7.69,6.54,12.9,8.949392,Baja
284.899994,102910,1.100002,256,4.6,5.4,7.69,5.07,12.7,8.949392,Baja
284.899994,102800,3.200001,210,2.7,3.5,8.33,6.23,13,8.949392,Baja
284.799988,102670,3.900003,211,4.5,5.3,6.67,5.17,12.7,8.949392,Baja
285.200012,102600,4.6,176,4.3,4.9,7.69,6.93,12.6,7.092061,Media
285.600006,102380,6.800002,166,7.1,8.4,10,4.9,12.7,7.092061,Media
285.700012,102260,8.000003,199,6.5,7.7,10,6.01,12.7,7.092061,Media
285.799988,102050,7.600001,203,6.7,7.6,9.09,5.24,12.8,7.092061,Media
285.199982,101950,8.2,192,7.4,8.6,10,5.99,12.8,7.092061,Media
285.600006,101810,6.9,200,6.1,7.4,9.09,5.46,12.9,8.949392,Baja
285.600006,101510,6.800003,195,4.4,5.5,10,5.78,13,7.092061,Media
286.200012,101080,9.8,199,7.1,8.5,9.09,5.3,13,4.816162,Moderada
285.700012,100220,15,171,12.4,16.3,6.67,5.6,12.9,4.816162,Moderada
285.599976,99910,6.800003,215,8,9.6,8.33,6.08,12.8,4.816162,Moderada
285,99930,2.000001,253,8.9,10.9,8.33,5.91,12.7,4.816162,Moderada
284.5,99770,3.1,260,9.1,13,9.09,6.03,12.6,4.816162,Moderada
283.999969,99610,5.100001,251,9,11.4,9.09,6.82,12.6,4.809354,MuyAlta
284.299988,99390,3.200001,211,3.5,5.1,13.79,8.45,12.7,4.809354,MuyAlta
284.5,99580,-4.299998,359,2.3,3.6,14.81,9.75,12.8,4.809354,MuyAlta
283.799988,100150,-8.699999,342,6.2,7.4,12.9,9.43,12.8,4.816162,Moderada
284.399994,100630,-3.899998,307,7.5,8.8,12.9,9.01,12.7,4.816162,Moderada
284.899994,100700,-1.699998,298,6.1,7.5,12.9,7.11,12.9,7.092061,Media
285.5,100800,-0.899998,271,5.1,6.4,12.12,7.44,13.2,4.816162,Moderada
284.700012,100800,-1.799999,281,8.9,10.6,9.09,6.44,13,7.092061,Media
284.399994,101040,-6.799998,334,7.2,8.5,8.33,6.25,12.7,7.092061,Media
285.700012,101500,-7.499999,316,7,8.2,9.09,5.73,13,7.092061,Media
285.100006,101930,-6.4,324,7.5,9.1,7.14,5.68,13.1,7.092061,Media
284.600006,102200,-5.099998,297,6.6,9.1,8.33,5.15,12.9,7.092061,Media
284.200012,102360,-4.499999,296,7.2,8.6,8.33,5.31,12.9,7.092061,Media
284.999969,102460,-2.899998,285,8.1,9.5,8.33,5.14,13,7.092061,Media
284,102410,-0.7,276,6.2,7.5,7.69,5.21,13.1,8.949392,Baja
284.299988,102240,5.000001,263,5,5.8,7.69,4.98,13.1,8.949392,Baja
285.199982,101810,10.000002,200,9.7,11.6,5,4.53,12.9,7.092061,Media
286.200012,101480,11.1,237,11.2,13.8,6.25,4.85,12.8,7.092061,Media
285.899994,101310,5.4,248,9.3,10.9,7.69,5.75,12.9,7.092061,Media
285,101350,2.5,268,9.2,11.4,7.69,5.36,13.1,7.092061,Media
285.200012,101500,1.3,269,6.1,7.6,7.69,5.82,12.9,7.092061,Media
284.799988,101420,3.1,240,3.5,4.7,8.33,5.66,13.2,7.092061,Media
284.899994,101040,5.000003,214,2.3,3.1,10,6.61,12.9,7.092061,Media
284.599976,100720,5.200002,147,2.5,3,10.81,7.48,13,7.092061,Media
285.299988,100490,6.600001,136,7,8.4,8.33,6.62,12.8,7.092061,Media
285.600006,100340,5.1,169,6.1,7.4,10,5.93,12.5,7.092061,Media
284.699982,100390,5.9,217,6.5,7.8,9.09,5.59,12.7,7.092061,Media
284.299988,100550,4.500001,244,9.4,11.1,7.14,5.28,12.6,7.092061,Media
284.399963,100780,3.600002,230,8.4,9.7,6.67,5.6,12.6,7.092061,Media
283.999969,100970,0.800002,251,6,7.2,7.69,6.2,12.7,7.092061,Media
