@relation AlturaOla-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}

@data
274.100006,100500,-1.799999,259,7.7,10.3,10.81,7.07,6.5,-5.3,Moderada
272.999969,100590,-4.199997,295,7.2,9.3,10.81,7.07,6.4,-5.2,MuyAlta
273.699982,100800,-3.2,271,11.6,14.8,11.43,7.18,6.4,-6.2,MuyAlta
273.200012,101150,-0.699998,278,13.5,16.5,10,6.86,6.4,-5.9,Moderada
274.5,101300,3.9,207,4.6,5.9,10,7.19,6.3,-3,Media
276.599976,101230,10.7,178,8.8,11.4,9.09,5.86,6.4,-2.1,Media
277.700012,101090,12.700002,148,10.3,13.1,5.56,5.18,6.4,1.6,Moderada
277.399994,100850,12.100001,144,12.6,15.7,8.33,6.24,6.4,1.6,MuyAlta
279.299988,100480,13.1,132,15.8,19.2,12.9,7.46,6.4,2.6,MuyAlta
279.699982,100410,16.5,139,15.8,19.2,10,7.91,6.4,5.2,MuyAlta
279.399963,100990,7.6,175,4.7,5.7,12.12,8.24,6.4,3.5,MuyAlta
279.199982,101100,1.600003,110,2.8,4.2,10,8.08,6.5,5,Moderada
279.600006,100850,-4.099997,56,5.3,7,10,8.18,6.5,5.5,Moderada
280.799988,100360,-2.5,61,6.7,8.1,9.09,7.42,6.5,6.1,Media
280.499969,99800,0.000002,103,8,9.4,12.12,6.5,6.5,6.5,Moderada
280.099976,99860,10.100001,105,6.9,8.9,8.33,6.31,6.3,6.1,Moderada
280.700012,100210,8.600001,189,10.3,12.7,9.09,6.4,6.5,6,Moderada
280,100100,3.5,135,8.1,9.9,9.09,6.99,6.4,6.1,Moderada
280.100006,100110,2.100002,97,12.1,15,10,5.77,6.3,5.7,Moderada
279.299988,100460,7.2,239,12.3,14.6,8.33,6.04,6.4,3.8,Moderada
279.199982,100630,6.800002,211,8.2,10.2,10,6.71,6.3,2.1,Moderada
279.299988,100490,5.8,124,6.8,8.2,7.69,6.95,6.3,4.6,Media
280.100006,100270,5.400003,94,11.3,13.8,10,5.52,6.2,3.3,Moderada
280.399994,100180,7.700003,122,7.2,8.7,8.33,6.04,6.3,4.1,Moderada
279.899994,100040,2,108,7.7,8.8,10,6.39,6.2,5.5,Moderada
279.100006,99530,-5.3,64,8.6,10.3,10,6.13,6.2,5.3,Moderada
279.699982,99400,-3.799999,65,10.6,12.8,6.25,5.75,6.2,4.5,Moderada
280.200012,99580,2.3,119,4.2,5.2,8.33,6.63,6.3,5.5,Media
279.899994,99940,3.600002,73,0.8,1.5,8.33,6.3,6.3,4.3,Media
279.200012,100330,3.500001,260,12,14.4,9.09,5.26,6.3,4,Media
279,100780,2.700001,236,7.5,8.9,8.33,5.68,6.3,3.3,Media
280.799988,100890,4.000003,171,2.8,3.5,9.09,5.84,6.4,2.2,Baja
280.499969,100910,1.3,110,6.1,7.2,8.33,6.11,6.4,5.4,Media
280.699982,100770,3.6,100,8.3,9.7,8.33,4.97,6.3,5.4,Media
280.600006,100870,-0.1,96,8.1,9.5,9.09,6.02,6.3,5.1,Moderada
280.599976,100820,-1.9,85,8.7,10.4,10,6.77,6.4,4.4,Moderada
280.700012,100810,-2.3,91,8.5,10.3,10,6.43,6.3,4.3,Moderada
280.399994,100740,-0.899998,80,7.7,9.3,11.43,6.8,6.3,4.3,Media
280.100006,100930,1.300002,73,7.1,8.3,10.81,6.6,6.4,4.8,Media
280.599976,100940,3.600002,100,5.8,6.8,11.43,6.32,6.4,5.3,Media
279.799988,101010,4.200002,152,3.5,4.2,10,6.56,6.4,5.3,Media
279.799988,100900,3.600002,114,5.3,6.2,10,6.49,6.3,5,Media
280.200012,100520,1.200003,111,8.5,11.1,9.09,4.94,6.4,3.2,Media
280,99940,4.1,100,12.6,15.4,5.88,5.2,6.4,4.6,MuyAlta
280.5,99530,5.200002,103,16.4,21.2,7.69,6.78,6.6,4.1,MuyAlta
280.899963,99100,7.6,104,16.1,20.6,10.81,7.74,6.5,5.4,MuyAlta
280.599976,99000,12.000002,138,9.6,13.4,10.81,7.63,6.5,6.2,Moderada
280.899994,99160,13.9,150,10.2,12.9,9.09,6.6,6.6,5.5,Moderada
280.5,99260,15.300001,160,9.6,11.5,10.81,7.05,6.5,4.8,Moderada
278.999969,99820,13.400002,177,10.7,13.7,9.09,7.09,6.5,4.5,Moderada
279.600006,100440,10.1,194,8.8,10.8,11.43,7.17,6.6,3.7,Moderada
279.399963,100740,9.000002,181,8.3,10.3,11.43,7.44,6.6,3.5,Moderada
279.399994,100810,7.100001,178,7,8.4,11.43,8,6.7,4.1,Moderada
278.5,100820,7.6,192,6.8,9.7,10,6.81,6.7,2.3,Moderada
278.899994,100770,7.3,182,6.8,8,10.81,7.09,6.7,2.2,Moderada
279.5,100360,8.8,146,8.8,10.2,9.09,6.53,6.7,3.6,Moderada
280.200012,99660,10.8,134,13.9,17.6,11.43,6.27,6.7,3.8,MuyAlta
281.200012,99230,8.5,126,14.9,18.1,9.09,6.85,6.6,4.4,Moderada
281.200012,99020,6.7,123,8.6,10.6,10,7.54,6.4,6.1,Moderada
280.799988,99150,11.600001,187,7.3,9,10,6.9,6.5,5.4,Moderada
280,99310,13.200002,181,9.3,11.3,13.79,7.71,6.5,4.4,Moderada
278.700012,99730,11.6,183,8.5,10.7,11.43,7.41,6.5,3.6,Moderada
279.100006,100120,8.3,193,8.5,11.2,11.43,7.5,6.4,3.5,Moderada
279.899994,100330,6.6,184,8.1,10.3,12.12,7.5,6.5,3.2,Moderada
280.299988,100230,6.000001,154,6.4,7.7,11.43,7.52,6.5,3.8,Moderada
279.899994,100130,6.000001,157,3.6,4.5,10.81,7.68,6.5,3.5,Moderada
279.5,100010,6.9,103,2.8,3.7,12.12,7.84,6.4,1.8,Moderada
279.399994,99950,7.5,163,4.2,5.2,12.9,7.84,6.8,2.2,Moderada
279.600006,99810,5,136,5.3,6.2,12.12,7.72,6.7,3.4,Moderada
279.200012,99920,0.700002,174,1.7,2.4,11.43,7.52,6.6,3.1,Moderada
279.100006,100230,-1.399998,181,0.8,3.1,12.12,7.71,6.7,2.5,Media
278.399994,100830,-0.199997,278,8.3,10.3,10,7.62,6.8,3.2,Media
278.299988,101210,0.300002,273,6,7.1,11.43,5.99,6.6,2.8,Moderada
278.5,101160,8.200002,228,5.4,6.9,10,6.66,6.6,0.8,Media
279.699982,100990,10.600003,152,9.6,11.7,9.09,5.36,6.6,3.9,Media
279.599976,100480,11.200002,132,11.2,13.4,6.67,5.45,6.6,5.2,Media
279.499969,100300,11.6,200,8.4,10.1,8.33,5.54,6.6,2,Moderada
277.600006,100260,10.2,144,11.1,14.6,8.33,6.56,6.8,2.2,Moderada
277.999969,100390,7.100003,140,10.7,13.1,11.43,6.7,6.7,2,Moderada
278.399994,100580,2.800003,121,7.1,8.8,10,7.27,6.9,2.3,Moderada
278.899963,100820,-2.299999,68,6.2,7.8,12.9,7.61,6.9,2.5,Media
278.399994,101070,-6.799998,58,9.5,11.7,10,6.59,6.8,2.3,Media
278.600006,101210,-10.9,17,7.2,8.5,10.81,5.67,6.8,3.2,Media
280.099976,101380,-11.399999,21,7.2,9.8,10,5.76,6.9,2.9,Media
279.399994,101550,-10.799998,7,7.4,8.5,6.67,5.42,6.9,3.3,Media
279.600006,101610,-8.399999,335,6.2,7.4,9.09,5.84,6.8,2.6,Media
279.599976,101680,-6.599998,300,4.3,5.3,9.09,5.68,6.8,2.3,Baja
279.600006,101660,-0.299998,316,3.4,4.3,7.69,5.61,7.2,1.5,Baja
278.899994,101490,3.2,134,2.3,4.2,7.69,5.85,7,0.2,Baja
279.100006,101200,3.700001,145,3.1,4.5,7.69,5.81,7,1.4,Baja
279.100006,101120,2.300002,153,4.1,5,7.14,5.69,6.9,2.4,Baja
279.399994,101200,0.300002,178,6.9,8.2,7.14,4.48,6.9,1.4,Media
278.700012,101320,2.200001,183,7.7,9.2,10,6.18,6.7,3.7,Media
278.299988,101190,4.800002,253,4.3,5.5,9.09,6.45,6.7,4.5,Media
279.099976,100990,8.100001,206,7.3,8.7,8.33,5.39,6.7,0.5,Media
279.600006,100730,9.800001,197,7.6,9.1,5.26,4.79,6.8,5.2,Media
280.299988,100340,13.800003,172,10.5,12.9,5.88,5.2,6.8,5.2,Moderada
279.700012,99980,13.9,163,14.6,18.2,7.14,5.88,6.7,5.1,Moderada
279,100310,3.9,222,7.3,8.8,9.09,7.06,6.7,1.5,Moderada
278.899994,100280,4.400003,227,5.7,7.4,10,7.08,6.9,1.7,Moderada
279,100460,-1.6,218,3.9,5.1,10,7.27,6.7,1.1,Moderada
278.100006,100520,0.1,213,4.5,5.9,10.81,7.43,6.7,1.4,Moderada
278.100006,100780,-1.299999,240,7.8,10.6,8.33,7.09,6.6,0.4,Media
276.899963,100930,0.1,218,5.8,7,10,6.66,6.8,0,Media
276.899994,100600,2.100002,179,6.2,7.3,10.81,7.13,6.7,-0.1,Media
277.299988,99780,9.400002,180,11.3,13.8,12.9,5.91,6.7,0.4,Moderada
278.5,99030,13.9,170,13.5,16.5,7.14,5.79,6.6,2.6,Moderada
278.899963,98980,5.800003,232,9.3,11.4,10.81,6.42,6.6,0.8,Moderada
278.700012,98930,6.100001,226,7.2,9.3,9.09,6.88,6.6,0.5,Moderada
277.399963,98970,5.100001,258,8.3,11.3,8.33,6.57,6.5,0,Moderada
277.899994,98970,4.700002,241,10.6,12.5,13.79,7.5,6.5,1.1,MuyAlta
277.399994,98980,4.9,241,11.6,14.2,12.12,7.79,6.6,-0.7,MuyAlta
277.399994,99080,4.500003,239,7.7,9.8,12.9,7.82,6.5,0.6,MuyAlta
277.100006,99130,3.700001,243,13.2,15.8,12.9,8.78,6.5,1.8,MuyAlta
276.399994,99520,1.900003,260,13.8,16.4,12.9,7.86,6.5,1.5,MuyAlta
275.899963,100020,3.9,268,15.3,19,12.9,8.11,6.5,-1.5,MuyAlta
276,100150,5.8,233,5.9,7.2,12.12,7.95,6.5,-0.6,Moderada
276.199982,100240,5.600001,240,7.3,10.7,11.43,7.57,6.4,-3.3,Moderada
275.700012,100440,4.3,236,6.8,8.5,10.81,7.13,6.5,-2,Media
276.600006,100530,5.200002,207,5.4,7.1,9.09,6.37,6.5,-1.6,Media
277.299988,100330,5.1,113,3.8,4.9,10,6.71,6.5,-0.6,Media
277.299988,100320,2.9,108,10.1,11.8,8.33,5.25,6.5,0.2,Media
278.099976,100280,-0.099998,308,1.4,2.1,10,6.3,6.5,0,Media
277.799988,100590,-2.899998,16,4.9,5.9,10,5.98,6.6,-0.9,Media
277.399994,100800,0.800002,236,2.1,3.4,10,6.61,6.8,-0.7,Media
277.399963,100660,11.600003,189,8.6,10.1,10,6.53,6.7,-0.9,Moderada
279.299988,99670,17.300001,141,17.1,21.1,5.26,5.14,6.7,3.1,MuyAlta
280,99580,10.6,206,9.6,11.8,9.09,7.49,6.6,3.1,Moderada
279.399994,99730,11.500003,187,10.1,12.6,10.81,7.24,6.8,3.9,MuyAlta
278.599976,99650,13.400002,190,11.9,15.1,11.43,7.37,6.8,3.2,MuyAlta
279.399994,99930,12.400002,209,11.2,13.7,13.79,8.06,6.7,3.3,MuyAlta
278.499969,100380,11.500002,214,11.4,14,14.81,8.99,6.9,3.5,MuyAlta
278.700012,100840,10.600003,218,10.9,13.6,10.81,8.22,6.8,2.8,MuyAlta
277.5,101300,9.7,230,10.8,14.5,10.81,7.97,6.7,2,Moderada
278,101490,7.5,201,8.9,10.4,12.9,7.21,6.7,1.8,Moderada
278.200012,101660,7.6,211,9.2,11.4,12.12,7.3,6.8,0.5,Moderada
277.899994,101750,6.1,219,6,8.8,10.81,6.81,6.8,1.2,Moderada
277,102000,4.600001,212,6.5,8,10,6.48,6.7,0.1,Media
278.200012,102140,10.500002,171,9.2,10.6,9.09,5.86,6.8,0.6,Moderada
279.399963,101820,16.799999,155,12.6,16.2,7.14,5.51,6.7,2,MuyAlta
280.200012,101240,18.799999,156,17.3,23.2,8.33,6.36,6.7,4.5,MuyAlta
279.999969,101110,17.900003,171,13,16.1,12.12,8.18,6.6,6.7,MuyAlta
280.700012,101190,13.400002,166,11,13.3,12.9,8.48,6.6,6.8,MuyAlta
281.399994,101060,13.700003,158,11.7,13.9,12.9,7.73,6.8,7.1,MuyAlta
280.5,100730,13.000003,158,8.9,10.4,12.12,7.97,6.7,6.8,Moderada
280.5,100970,10.300001,207,9.4,11.4,12.9,7.11,6.7,6.9,MuyAlta
279.899994,101390,6.700002,177,7.9,9.5,12.12,7.76,6.8,4.1,Moderada
279.600006,101330,5.900003,174,6.4,7.8,12.12,7.17,6.9,4.7,Moderada
278.999969,101100,2.400003,179,4.4,5.6,11.43,7.63,6.8,4.9,Moderada
278.599976,100950,2.4,214,4.2,5.9,12.9,8.39,6.8,2,Moderada
278.599976,101100,2.6,241,4.8,6.1,12.9,7.98,6.8,1.5,Moderada
277.899963,101410,-1.2,280,5.8,8.4,12.12,7.56,7,1.6,Moderada
277.799988,101730,-3.5,323,7.9,9.6,12.12,6.21,6.8,1.2,Moderada
277.700012,102090,-2.9,293,8.4,9.9,10.81,6.46,6.8,-1.9,Moderada
277.200012,102350,1.300002,258,5.4,6.4,9.09,6.6,6.9,-2.5,Media
276.200012,102290,6.500003,188,5.7,7.2,10.81,6.33,7,-2.4,Media
277.600006,101720,9.2,148,11.5,13.7,9.09,5.23,6.9,-0.4,Moderada
278.200012,100600,12.100001,136,15.6,18.6,6.67,5.39,6.8,0.7,MuyAlta
279.599976,99910,7.500001,110,17.9,22.6,9.09,7.16,6.7,3.4,MuyAlta
279.399994,99830,1.1,91,16.6,19.8,10,7.46,6.7,3.4,MuyAlta
279.200012,100270,-7.499999,67,12.9,16.5,9.09,7.39,6.7,3.6,MuyAlta
279.299988,100790,-9.099998,41,8.8,11.3,9.09,7.49,6.8,2.1,Moderada
279.5,101220,-8.2,12,7.3,9.1,10,7.09,6.8,2.1,Moderada
280.299988,101210,-6.399999,346,5.8,6.9,9.09,6.71,7,0.7,Media
279.399994,101200,-5.799998,355,4.2,5.2,10,6.15,7,1,Media
278.799988,101140,-2.299999,306,3.6,4.2,10,6.75,6.9,-0.2,Media
279.200012,101170,-0.2,245,1.1,1.8,9.09,6.79,7,0,Baja
279,101160,1.700001,177,3.3,4.2,9.09,7.14,7.6,1.5,Baja
278.899994,101100,2.000001,155,6.1,6.9,8.33,6.21,7.3,1.4,Media
279.5,100880,4.000001,161,3.4,5.6,12.12,6.48,7.1,3.3,Media
279.899994,100360,3.100002,104,10.2,12.2,11.43,4.86,7.1,3,Media
280.099976,99390,3.700001,96,12.4,15.5,6.25,5.12,7.1,4,MuyAlta
280.899963,98480,4.9,99,17,21.9,10,7.26,7,4.6,MuyAlta
281.699982,98440,9.200002,128,14.5,17.4,10,7.22,7,5,MuyAlta
281.499969,98820,14.300003,156,13.2,16.6,11.43,7.07,7,3.8,Moderada
280.299988,99260,16.500004,166,11.7,14,10,6.66,7.1,3,Moderada
280.100006,99460,16.600002,145,10.8,13.2,10,6.78,7.1,2.7,MuyAlta
279.899963,99400,13.6,131,12.1,15.9,10,6.73,7,3.3,MuyAlta
280.199982,99350,9.7,136,9.6,11.5,10,7.2,7,4.9,Moderada
280.200012,99330,10.1,120,9.7,11.5,8.33,6.68,7.1,5,Moderada
280.600006,99180,6.1,107,10.3,12.6,9.09,6.71,7.1,5.3,Moderada
278.799988,99010,-1.4,81,6.6,8,10,6.11,7.1,4.1,Media
279.5,99390,-4,23,2.8,4.2,9.09,6.5,7,3.3,Media
279.099976,100020,-2.8,300,2.7,3.4,9.09,6.52,7.7,3.5,Media
279.399994,100490,-1.6,253,3.5,4.4,9.09,6.15,7.6,4.1,Media
278.899994,100590,4.800002,175,4.1,4.9,10,6.97,7.3,2.5,Media
278.899994,100300,6.500001,170,6.6,7.6,10.81,5.95,7.2,3.6,Media
279.5,100380,3.5,124,4,4.9,7.69,6.04,7.3,3,Media
279.700012,100570,3.100002,134,6.4,7.4,6.67,5.36,7.2,4.3,Moderada
279,100610,5.8,229,7.1,8.8,9.09,6.68,7.2,3.9,Moderada
279.100006,100530,5.5,240,8.2,9.9,10,6.52,7.1,3.5,Moderada
279,100740,3.300002,259,8.7,10.3,7.14,6.43,7.2,3.4,Moderada
279.200012,100890,-1.299999,285,5.2,6.4,11.43,7.02,7.1,4.2,Moderada
278.100006,101350,-3.599998,278,5.7,6.8,9.09,7.57,7.1,2,Moderada
278.899994,101740,-2.099998,333,5.6,6.6,10.81,7.25,7.1,2.9,Media
278.200012,102070,-0.7,307,4.9,6.2,10,7.07,7.3,4.2,Media
279.100006,102240,-0.599998,257,1.8,2.6,10.81,6.57,7.3,5.1,Media
278.600006,102190,1.900002,189,3.6,4.7,7.69,6.59,7.3,3.1,Baja
279,102030,3.3,118,5.3,6.3,9.09,6.38,7.3,3.8,Baja
279.600006,101770,4.700002,114,6.7,7.5,8.33,4.98,7.4,3.6,Media
279.899994,101480,3.300002,113,8.7,10.4,6.25,4.67,7.3,2.8,Media
279.199982,101320,-0.6,92,9.8,11.9,7.14,5.06,7.3,3.5,Media
280.299988,101310,-4.199998,79,9.5,11.5,7.69,5.22,7.4,4.3,Moderada
280.200012,101310,-6.8,59,8.4,11.1,11.43,6.4,7.5,4.4,Media
280.299988,101330,-9.499997,46,7.3,9,7.14,5.81,7.5,5.1,Media
281,101410,-9.399999,14,7.1,8.5,7.69,5.67,7.5,5.9,Media
280.899994,101620,-9.499998,358,8.5,9.8,7.14,5.07,7.5,6,Media
280.899994,101800,-7.599998,346,6.9,8.2,5.26,4.77,7.5,5.7,Baja
280.600006,101930,-5.899999,336,5.3,6.4,5.26,4.8,7.5,5.9,Baja
280.5,102070,-5.3,351,3.1,3.9,5,4.69,7.5,5.8,Baja
280.5,102280,-0.999998,65,0.7,1.1,16,5.31,7.6,6,Baja
281.399994,102420,2.600002,143,2,2.5,16,6.32,9.3,3.9,Baja
281.099976,102390,5.400002,135,4.7,5.5,16,5.8,8,4.9,Baja
281.100006,102130,7.400002,139,5.9,6.8,16,3.98,7.7,5.9,Baja
281.100006,101870,8.700002,134,8.9,11,4.76,4.15,7.6,6.2,Moderada
280.899994,101550,10.300001,131,12.8,15.1,5.88,5.17,7.7,6.7,Media
281.399994,101460,9.000002,173,7.3,8.5,6.67,5.64,7.5,7.3,Media
281.200012,101490,5.700002,235,8,9.2,7.14,5.34,7.7,6.5,Media
280,101700,4,187,6,7,11.43,5.61,7.8,5.3,Media
280.399994,101420,8.400002,129,7.3,8.6,6.67,5.29,7.7,4.7,Media
281.799988,100950,15.700002,140,12.5,15.2,5.26,5.02,7.8,6.8,Moderada
282.199982,100800,16.4,144,11.1,13.3,8.33,5.49,7.7,7.5,Moderada
281.799988,100750,9.500002,136,10.3,12.3,8.33,5.81,7.7,7.8,Moderada
281.700012,100390,6.1,127,8.6,10,9.09,6.01,7.6,7.4,Media
280.5,100280,9.100001,141,8.7,10.2,8.33,5.8,7.7,6,Moderada
280.199982,100640,13.5,196,15.3,20.6,7.14,5.56,7.6,5.6,Moderada
280.599976,101200,13.5,177,11.3,14.1,7.69,6.36,7.5,4,Moderada
279.899994,101520,12.000002,168,9.8,11.4,8.33,5.48,7.5,4.5,Media
279.399994,101740,11.300001,176,9.8,11.4,7.69,5.7,7.6,4.8,Moderada
279.100006,101820,9.200003,185,9.4,10.9,10,6.48,7.5,4.1,Moderada
279.600006,101890,9.200002,177,7.1,8.8,9.09,6.55,7.5,3.9,Media
279.899994,101860,8.300001,178,6.7,7.7,9.09,5.88,7.6,3.2,Media
280.599976,101400,9.900002,160,8.4,9.5,8.33,5.75,7.6,4,Media
280.700012,100790,11.000002,128,11.6,14.7,6.25,4.79,7.6,5.5,Moderada
280.899994,100490,10.3,146,7.7,8.8,7.14,5.75,7.6,7.1,Media
280,100570,10.3,201,6.9,8.6,7.69,5.58,7.7,4.9,Moderada
280.699982,100590,4.600001,139,5.4,6.5,8.33,6.18,7.7,4.6,MuyAlta
280.100006,100720,-0.1,79,3.4,5.3,12.9,8.93,7.8,4.4,Moderada
280.700012,100830,-4.099997,3,4.4,5.8,12.9,8.06,7.8,5.2,Moderada
280.700012,101050,-7.1,334,8.3,9.7,12.12,6.87,7.8,6.1,Moderada
280.299988,101100,-6.4,291,7,8.2,10.81,7.09,7.7,6.1,Media
281.5,101370,-6.899999,22,3.6,5.1,11.43,6.98,7.7,5.8,Media
281.299988,101540,-5.599997,10,2.1,2.7,10,6.48,7.8,5.4,Media
281.600006,101790,-4.7,301,0.7,1.7,10,6.83,8.7,5.9,Baja
281.399994,101800,0.2,166,2.1,2.6,9.09,6.57,8.6,6.4,Baja
281.200012,101750,3.5,139,3.4,4.2,14.81,6.76,8.3,6.3,Baja
280.5,101610,6.400002,181,6.5,8.4,8.33,5,8.3,4.1,Baja
281.799988,101470,7.700002,184,6.9,8.3,9.09,4.7,8.3,5.5,Baja
280.499969,101280,8.700003,166,7.3,9.4,6.25,4.71,8.2,3.8,Media
281,101220,7.9,166,7.3,9.7,6.67,5.01,8,4,Media
280.700012,101190,8,147,6.5,7.9,7.69,5.56,8,5.3,Media
281.399994,101450,5.800002,146,6.8,8,7.14,6.09,8.2,6.2,Media
281.299988,101730,1.2,158,4.5,5.5,12.12,6.99,8.1,7.7,Media
281,102060,-2.199997,287,4.5,5.4,12.9,7.57,8.2,7.4,Media
281.499969,102340,-2.4,314,5.4,6.6,12.12,7.01,8.1,6.6,Media
280.700012,102560,-1.8,311,5.8,7,12.12,7.07,8.3,6.3,Media
281.200012,102670,-3.9,312,7.4,8.8,10,6.6,8.3,6.2,Media
281.100006,102770,-1.799999,301,7.5,8.9,12.12,6.43,8.2,6.4,Media
280.799988,102770,-2.799997,322,7.2,8.5,10,5.95,8.2,5.4,Baja
281.700012,102720,-1.299999,324,6.1,7,11.43,5.7,8.2,4.9,Baja
280.799988,102610,-3.1,2,3.6,4.5,10.81,6.35,8.2,3.6,Baja
281.100006,102540,-1.799999,305,3.2,4.5,10.81,6.8,8.2,1.8,Baja
280.399994,102490,-0.599998,354,3,3.6,9.09,7.2,8.2,1,Baja
280.899994,102510,0.1,76,3,4.2,10,6.68,8.8,1.4,Baja
281.099976,102450,-0.499998,84,2.7,3.5,10,7.73,8.8,3,Baja
280.700012,102470,-0.499998,82,3.7,5,12.9,8.03,8.7,3.8,Baja
280.700012,102560,-0.399998,88,4.9,5.8,11.43,7.22,8.6,5,Baja
281.700012,102650,0.9,100,3.7,4.5,10.81,7.36,8.8,5.8,Baja
281.100006,102670,1.400002,98,2.6,3.2,10,7.78,9,6.1,Baja
281.799988,102620,3,120,3.3,3.8,10,7.38,8.9,4.2,Baja
281.700012,102600,2.200001,122,4.3,5,10.81,6.71,8.9,3.7,Baja
282.5,102530,2.600002,142,3.2,4,8.33,7.14,9.1,4.1,Baja
281.099976,102450,0.600002,151,3.7,4.3,7.69,6.05,9.2,5.1,Baja
282,102450,0.500002,172,3.1,3.6,8.33,6.39,9.1,6.5,Baja
280.899994,102530,0.000002,167,2.8,3.3,7.14,6.13,9.1,7.2,Baja
282.100006,102520,0.200002,224,3.2,3.8,10,7.59,9.5,8.3,Baja
281.399994,102540,0.400002,22,1.3,1.9,9.09,7.67,9.5,8,Baja
281.799988,102560,0.300002,278,3.4,4.7,9.09,7.39,9.3,6,Media
281.299988,102600,0.3,336,2.5,3.4,12.12,8.04,9.4,5.4,Baja
281.799988,102550,2.5,232,1.2,1.9,10,7.32,10.1,6.1,Baja
281.399994,102500,2.200001,172,2.4,2.8,10,7.41,10.3,8.4,Baja
281.600006,102380,4.800002,209,3.4,4.5,9.09,6.19,9.8,7.3,Baja
281.199982,102370,4.7,159,5.2,6.1,10.81,6.71,9.8,8.5,Baja
281.999969,102390,7.1,167,4.7,5.3,8.33,5.64,9.8,9,Baja
282.199982,102350,3.7,169,3.1,3.8,8.33,5.92,9.8,9.3,Baja
281.999969,102320,2.2,197,2.9,3.6,9.09,5.81,9.7,9.1,Baja
281.999969,102200,2.300002,232,2.5,3,8.33,6.2,9.7,8.9,Baja
282.499969,102190,-2,282,2.4,3.1,9.09,5.93,10.2,9,Baja
282,102150,-0.399998,333,4.5,5.4,12.9,7.14,10,7.8,Media
281.700012,102190,-1.899998,324,3.1,4.8,11.43,8.27,9.9,4.5,Media
282.100006,102260,-2.099998,315,1.9,2.6,10.81,8.88,9.9,4,Media
282.600006,102370,-2.499999,345,2.2,3.3,11.43,8.54,10.9,4.3,Media
282.5,102190,-3.6,46,0.9,1.6,13.79,8.93,10.4,5.7,Media
281.799988,102200,-3.999999,338,2.4,2.8,12.12,8.89,10.3,5.8,Baja
282.099976,102240,-3.2,288,1.9,2.8,12.12,8.25,10,5.4,Media
282.899963,102560,-2.5,248,5.2,6.1,12.12,7.63,10.4,6.4,Baja
282.5,102690,-2.499997,301,8.1,9.5,10,4.98,10,5.8,Media
281.199982,102950,-4.4,309,6.4,7.9,9.09,5.82,9.9,5.9,Baja
280.899963,102990,-2.2,283,6,7.1,12.12,4.87,9.8,4.8,Media
280.899994,103100,-3.6,283,4.7,5.6,9.09,5.84,10.1,3.9,Baja
280.5,103100,-4.499999,288,6.8,7.9,6.25,5.09,10.1,4.9,Baja
279.299988,103250,-4.399997,300,6.3,7.6,6.67,5.16,10.1,4.6,Baja
280.499969,103240,-5.299998,307,7.5,8.7,5.88,4.81,9.9,4.2,Media
281.299988,103250,-5.099998,306,7.8,9.2,10.81,5.43,9.9,5.8,Media
281.399994,103100,-5.199998,304,8.1,9.9,10,5.3,10,6.6,Media
281.399994,103000,-3.9,294,7.7,9.4,10,5.5,9.9,5.2,Media
282.099976,102830,-4.499999,310,9.1,10.8,10,5.17,9.7,5.8,Media
283.299988,102710,-4.5,299,8.5,10.4,10,5.35,9.8,7.4,Media
282.299988,102520,-3.699998,295,8.7,10.4,5.26,4.54,9.8,7.9,Media
283.099976,102400,-5.2,309,8.9,10.4,5.88,5.13,9.7,6.8,Media
283,102290,-3.9,299,9.1,10.6,6.25,4.8,9.6,7.6,Baja
283.600006,102210,-5,305,7.8,9.3,5.56,4.83,9.7,8.5,Media
282.5,102100,-3.5,298,7.7,9.5,5.88,4.66,9.9,8.2,Baja
283.200012,101970,-1.899998,289,7.7,8.9,5.88,4.63,9.6,8,Baja
283.100006,101880,-1.9,284,7.7,9.2,6.25,4.65,9.9,7,Media
283.399963,101770,-2.999999,286,6.8,9,12.12,5.37,9.9,7.6,Media
283.200012,101660,-1.199998,287,5.8,7.5,6.67,5.45,10,8,Media
282.200012,101570,-1.1,279,5.8,7.4,12.12,5.91,10,7.7,Media
282.399963,101480,-0.299998,266,5.3,6.2,12.12,5.69,9.9,8.4,Baja
283.799988,101480,1.100002,285,6.6,7.7,11.43,5.38,10.2,8.8,Baja
283,101310,3.000001,284,5.2,6.3,6.67,5.37,9.9,7.3,Baja
282.600006,101300,-0.199998,307,4.2,5.5,10,5.43,10.1,7,Baja
282.5,101120,2.500001,141,1.3,1.9,11.43,5.81,10.4,6.8,Baja
282.799988,101040,5.500003,165,4.4,5.1,12.9,6.63,10.4,6.8,Baja
282.799988,100890,8,210,6.9,8.1,10,4.16,10.3,7.8,Baja
282.599976,100840,10.000002,177,7.4,9.5,4.55,4.4,10.2,8.5,Media
284.299988,100500,11.7,134,11.6,13.7,5.56,4.22,10.1,9,Moderada
284.399963,99780,15.9,143,14.4,17.6,7.69,5.6,9.7,9.6,Moderada
